tr|A0A199UHN5|A0A199UHN5_ANACO	zf-Dof|GT	zf-Dof(87-137)|PLN02829(204-685)
tr|A0A0D9Z8V5|A0A0D9Z8V5_9ORYZ	TMhelix|GT	TMhelix(26-45)|PLN02742(8-526)
tr|A0A0D9ZRC2|A0A0D9ZRC2_9ORYZ	TMhelix|GT	TMhelix(135-157)|PLN02742(118-668)
tr|A0A0E0BUH5|A0A0E0BUH5_9ORYZ	TMhelix|GT	TMhelix(53-75)|PLN02870(1-548)
tr|A0A0E0C2K5|A0A0E0C2K5_9ORYZ	TMhelix|GT	TMhelix(55-77)|PLN02870(1-550)
tr|A0A0E0CX30|A0A0E0CX30_9ORYZ	TMhelix|GT	TMhelix(73-95)|PLN02870(1-571)
tr|A0A0E0D257|A0A0E0D257_9ORYZ	TMhelix|GT	TMhelix(56-75)|PLN02742(38-571)
tr|A0A0E0DT75|A0A0E0DT75_9ORYZ	TMhelix|GT	TMhelix(21-43)|PLN02769(13-636)
tr|A0A0E0EKA0|A0A0E0EKA0_9ORYZ	TMhelix|GT	TMhelix(88-105)|PLN02829(99-722)
tr|A0A0E0F229|A0A0E0F229_9ORYZ	TMhelix|GT	TMhelix(21-43)|PLN02769(45-645)
tr|A0A0E0F920|A0A0E0F920_9ORYZ	TMhelix|GT	TMhelix(21-43)|PLN02769(46-652)
tr|A0A0E0FS32|A0A0E0FS32_ORYNI	TMhelix|GT	TMhelix(26-45)|PLN02742(8-541)
tr|A0A0E0GIW0|A0A0E0GIW0_ORYNI	TMhelix|GT	TMhelix(74-96)|PLN02870(1-572)
tr|A0A0E0GKL2|A0A0E0GKL2_ORYNI	TMhelix|GT	TMhelix(135-157)|PLN02742(118-668)
tr|A0A0E0IXK9|A0A0E0IXK9_ORYNI	TMhelix|GT	TMhelix(20-42)|PLN02769(1-657)
tr|A0A0E0J649|A0A0E0J649_ORYNI	TMhelix|GT	TMhelix(54-76)|PLN02769(77-690)
tr|A0A0E0JBH6|A0A0E0JBH6_ORYNI	TMhelix|GT	TMhelix(57-79)|PLN02870(1-552)
tr|A0A0E0KAE9|A0A0E0KAE9_ORYPU	TMhelix|GT	TMhelix(94-116)|PLN02870(97-592)
tr|A0A0E0KF08|A0A0E0KF08_ORYPU	TMhelix|GT	TMhelix(97-116)|PLN02742(79-612)
tr|A0A0E0MNZ6|A0A0E0MNZ6_ORYPU	TMhelix|GT	TMhelix(65-87)|PLN02870(15-545)
tr|A0A0E0NRF6|A0A0E0NRF6_ORYRU	TMhelix|GT	TMhelix(74-96)|PLN02870(1-572)
tr|A0A0E0NWH6|A0A0E0NWH6_ORYRU	TMhelix|GT	TMhelix(26-45)|PLN02742(8-526)
tr|A0A0E0PEL2|A0A0E0PEL2_ORYRU	TMhelix|GT	TMhelix(135-157)|PLN02742(118-668)
tr|A0A0E0R3K5|A0A0E0R3K5_ORYRU	TMhelix|GT	TMhelix(20-42)|PLN02769(1-633)
tr|A0A0E0RD27|A0A0E0RD27_ORYRU	TMhelix|GT	TMhelix(21-43)|PLN02769(46-659)
tr|A0A0E0RJ58|A0A0E0RJ58_ORYRU	TMhelix|GT	TMhelix(57-79)|PLN02870(1-552)
tr|A0A103XX02|A0A103XX02_CYNCS	TMhelix|GT	TMhelix(16-38)|PLN02742(16-532)
tr|A0A103YC96|A0A103YC96_CYNCS	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|A0A103YHB4|A0A103YHB4_CYNCS	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A118K1A4|A0A118K1A4_CYNCS	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A118K2D8|A0A118K2D8_CYNCS	TMhelix|GT	TMhelix(16-38)|PLN02742(1-535)
tr|A0A124SC46|A0A124SC46_CYNCS	TMhelix|GT	TMhelix(38-60)|PLN02870(1-528)
tr|A0A151RLM2|A0A151RLM2_CAJCA	TMhelix|GT	TMhelix(20-37)|PLN02742(1-533)
tr|A0A151RZP9|A0A151RZP9_CAJCA	TMhelix|GT	TMhelix(16-38)|PLN02742(1-495)
tr|A0A151SPG2|A0A151SPG2_CAJCA	TMhelix|GT	TMhelix(55-77)|PLN02742(42-575)
tr|A0A151T001|A0A151T001_CAJCA	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A151TCI2|A0A151TCI2_CAJCA	TMhelix|GT	TMhelix(39-61)|PLN02870(1-534)
tr|A0A151TP52|A0A151TP52_CAJCA	TMhelix|GT	TMhelix(20-37)|PLN02742(1-533)
tr|A0A166B362|A0A166B362_DAUCA	TMhelix|GT	TMhelix(37-59)|PLN02870(1-533)
tr|A0A176WPE9|A0A176WPE9_MARPO	TMhelix|GT	TMhelix(21-43)|PLN02742(1-544)
tr|A0A199USF6|A0A199USF6_ANACO	TMhelix|GT	TMhelix(53-75)|PLN02870(1-571)
tr|A0A199V623|A0A199V623_ANACO	TMhelix|GT	TMhelix(115-137)|PLN02870(78-610)
tr|A0A199VHZ9|A0A199VHZ9_ANACO	TMhelix|GT	TMhelix(20-42)|PLN02742(16-510)
tr|A0A1B6QPQ5|A0A1B6QPQ5_SORBI	TMhelix|GT	TMhelix(53-75)|PLN02870(1-555)
tr|A0A1D5U2A6|A0A1D5U2A6_WHEAT	TMhelix|GT	TMhelix(101-123)|PLN02742(80-639)
tr|A0A1D5YC68|A0A1D5YC68_WHEAT	TMhelix|GT	TMhelix(27-49)|PLN02769(1-643)
tr|A0A1D5YW25|A0A1D5YW25_WHEAT	TMhelix|GT	TMhelix(13-35)|PLN02870(1-510)
tr|A0A1D5ZEW2|A0A1D5ZEW2_WHEAT	TMhelix|GT	TMhelix(13-35)|PLN02870(1-510)
tr|A0A1D5ZZ74|A0A1D5ZZ74_WHEAT	TMhelix|GT	TMhelix(12-34)|PLN02829(70-695)
tr|A0A1D6IRJ1|A0A1D6IRJ1_MAIZE	TMhelix|GT	TMhelix(27-49)|PLN02769(53-656)
tr|A0A1D6KEG2|A0A1D6KEG2_MAIZE	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A1D6RX84|A0A1D6RX84_WHEAT	TMhelix|GT	TMhelix(66-88)|PLN02870(1-564)
tr|A0A1D6S6J5|A0A1D6S6J5_WHEAT	TMhelix|GT	TMhelix(21-43)|PLN02769(11-641)
tr|A0A1E5V283|A0A1E5V283_9POAL	TMhelix|GT	TMhelix(21-43)|PLN02769(15-653)
tr|A0A1E5WBM9|A0A1E5WBM9_9POAL	TMhelix|GT	TMhelix(29-48)|PLN02742(13-531)
tr|A0A1J6IUJ2|A0A1J6IUJ2_NICAT	TMhelix|GT	TMhelix(20-37)|PLN02742(1-534)
tr|A0A1J6JX83|A0A1J6JX83_NICAT	TMhelix|GT	TMhelix(42-64)|PLN02870(1-536)
tr|A0A1J6KGG3|A0A1J6KGG3_NICAT	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|A0A1J7H9W9|A0A1J7H9W9_LUPAN	TMhelix|GT	TMhelix(25-47)|PLN02769(17-617)
tr|A0A1J7HJD4|A0A1J7HJD4_LUPAN	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A1Q3BCJ7|A0A1Q3BCJ7_CEPFO	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A1Q3BLK2|A0A1Q3BLK2_CEPFO	TMhelix|GT	TMhelix(20-37)|PLN02742(1-533)
tr|A0A1Q3CDU3|A0A1Q3CDU3_CEPFO	TMhelix|GT	TMhelix(7-29)|PLN02769(1-615)
tr|A0A1R3GLJ5|A0A1R3GLJ5_9ROSI	TMhelix|GT	TMhelix(16-38)|PLN02742(1-535)
tr|A0A1R3JL97|A0A1R3JL97_COCAP	TMhelix|GT	TMhelix(19-41)|PLN02769(11-608)
tr|A0A1R3KEM5|A0A1R3KEM5_9ROSI	TMhelix|GT	TMhelix(21-43)|PLN02769(13-585)
tr|A0A1S2XAM4|A0A1S2XAM4_CICAR	TMhelix|GT	TMhelix(7-24)|PLN02829(1-660)
tr|A0A1S2XF15|A0A1S2XF15_CICAR	TMhelix|GT	TMhelix(20-37)|PLN02742(1-533)
tr|A0A1S2XN33|A0A1S2XN33_CICAR	TMhelix|GT	TMhelix(40-62)|PLN02870(1-535)
tr|A0A1S2YR80|A0A1S2YR80_CICAR	TMhelix|GT	TMhelix(19-41)|PLN02742(1-535)
tr|A0A1S3BI31|A0A1S3BI31_CUCME	TMhelix|GT	TMhelix(20-37)|PLN02742(16-534)
tr|A0A1S3BNK7|A0A1S3BNK7_CUCME	TMhelix|GT	TMhelix(39-61)|PLN02870(2-534)
tr|A0A1S3BWQ5|A0A1S3BWQ5_CUCME	TMhelix|GT	TMhelix(16-38)|PLN02742(1-535)
tr|A0A1S3C9I7|A0A1S3C9I7_CUCME	TMhelix|GT	TMhelix(38-60)|PLN02870(1-534)
tr|A0A1S3CJ07|A0A1S3CJ07_CUCME	TMhelix|GT	TMhelix(25-47)|PLN02769(16-607)
tr|A0A1S3DY18|A0A1S3DY18_CICAR	TMhelix|GT	TMhelix(38-60)|PLN02870(1-534)
tr|A0A1S3EIS0|A0A1S3EIS0_CICAR	TMhelix|GT	TMhelix(20-42)|PLN02742(1-534)
tr|A0A1S3TI63|A0A1S3TI63_VIGRR	TMhelix|GT	TMhelix(20-37)|PLN02742(1-534)
tr|A0A1S3TLI5|A0A1S3TLI5_VIGRR	TMhelix|GT	TMhelix(16-38)|PLN02742(18-533)
tr|A0A1S3TW67|A0A1S3TW67_VIGRR	TMhelix|GT	TMhelix(40-62)|PLN02870(1-535)
tr|A0A1S3UIP0|A0A1S3UIP0_VIGRR	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|A0A1S3V8C9|A0A1S3V8C9_VIGRR	TMhelix|GT	TMhelix(20-37)|PLN02742(1-533)
tr|A0A1S3VBF0|A0A1S3VBF0_VIGRR	TMhelix|GT	TMhelix(38-60)|PLN02870(1-534)
tr|A0A1S3VXY0|A0A1S3VXY0_VIGRR	TMhelix|GT	TMhelix(20-42)|PLN02769(1-677)
tr|A0A1S3X8C5|A0A1S3X8C5_TOBAC	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|A0A1S3X8N1|A0A1S3X8N1_TOBAC	TMhelix|GT	TMhelix(20-37)|PLN02742(1-534)
tr|A0A1S3XJC3|A0A1S3XJC3_TOBAC	TMhelix|GT	TMhelix(17-39)|PLN02769(1-646)
tr|A0A1S3XQM8|A0A1S3XQM8_TOBAC	TMhelix|GT	TMhelix(42-64)|PLN02870(1-537)
tr|A0A1S3YKY2|A0A1S3YKY2_TOBAC	TMhelix|GT	TMhelix(44-66)|PLN02870(1-538)
tr|A0A1S3ZC91|A0A1S3ZC91_TOBAC	TMhelix|GT	TMhelix(41-63)|PLN02870(1-536)
tr|A0A1S3ZXG3|A0A1S3ZXG3_TOBAC	TMhelix|GT	TMhelix(20-37)|PLN02742(1-534)
tr|A0A1S4A497|A0A1S4A497_TOBAC	TMhelix|GT	TMhelix(42-64)|PLN02870(1-537)
tr|A0A1S4BM46|A0A1S4BM46_TOBAC	TMhelix|GT	TMhelix(41-63)|PLN02870(1-536)
tr|A0A1S4C4K0|A0A1S4C4K0_TOBAC	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|A0A1S4CIS7|A0A1S4CIS7_TOBAC	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|A0A1S4D614|A0A1S4D614_TOBAC	TMhelix|GT	TMhelix(44-66)|PLN02870(1-509)
tr|A0A1S4DAM5|A0A1S4DAM5_TOBAC	TMhelix|GT	TMhelix(17-39)|PLN02742(1-533)
tr|A0A1S4DQV1|A0A1S4DQV1_TOBAC	TMhelix|GT	TMhelix(17-39)|PLN02769(1-647)
tr|A0A1U7VHB3|A0A1U7VHB3_NICSY	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|A0A1U7VL53|A0A1U7VL53_NICSY	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|A0A1U7VPW4|A0A1U7VPW4_NICSY	TMhelix|GT	TMhelix(20-37)|PLN02742(1-534)
tr|A0A1U7X6L7|A0A1U7X6L7_NICSY	TMhelix|GT	TMhelix(44-66)|PLN02870(1-538)
tr|A0A1U7XFH3|A0A1U7XFH3_NICSY	TMhelix|GT	TMhelix(41-63)|PLN02870(1-536)
tr|A0A1U7XV66|A0A1U7XV66_NICSY	TMhelix|GT	TMhelix(42-64)|PLN02870(1-537)
tr|A0A1U7YH90|A0A1U7YH90_NICSY	TMhelix|GT	TMhelix(17-39)|PLN02769(1-647)
tr|A0A1U7ZGT8|A0A1U7ZGT8_NELNU	TMhelix|GT	TMhelix(25-42)|PLN02829(19-697)
tr|A0A1U7ZW39|A0A1U7ZW39_NELNU	TMhelix|GT	TMhelix(16-38)|PLN02742(1-531)
tr|A0A1U7ZWL7|A0A1U7ZWL7_NELNU	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A1U8A761|A0A1U8A761_NELNU	TMhelix|GT	TMhelix(16-38)|PLN02742(1-531)
tr|A0A1U8AAM9|A0A1U8AAM9_NELNU	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A1U8BP11|A0A1U8BP11_NELNU	TMhelix|GT	TMhelix(13-35)|PLN02769(1-633)
tr|A0A1U8FIH2|A0A1U8FIH2_CAPAN	TMhelix|GT	TMhelix(39-61)|PLN02870(1-533)
tr|A0A1U8FQ34|A0A1U8FQ34_CAPAN	TMhelix|GT	TMhelix(43-65)|PLN02870(1-537)
tr|A0A1U8GF28|A0A1U8GF28_CAPAN	TMhelix|GT	TMhelix(41-63)|PLN02870(1-535)
tr|A0A1U8HQB3|A0A1U8HQB3_GOSHI	TMhelix|GT	TMhelix(38-60)|PLN02870(1-532)
tr|A0A1U8ILZ5|A0A1U8ILZ5_GOSHI	TMhelix|GT	TMhelix(19-36)|PLN02742(1-533)
tr|A0A1U8JC52|A0A1U8JC52_GOSHI	TMhelix|GT	TMhelix(12-34)|PLN02829(3-613)
tr|A0A1U8JCD0|A0A1U8JCD0_GOSHI	TMhelix|GT	TMhelix(7-29)|PLN02829(1-611)
tr|A0A1U8JYA9|A0A1U8JYA9_GOSHI	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A1U8JZ24|A0A1U8JZ24_GOSHI	TMhelix|GT	TMhelix(21-43)|PLN02769(13-622)
tr|A0A1U8JZD7|A0A1U8JZD7_GOSHI	TMhelix|GT	TMhelix(16-38)|PLN02742(1-533)
tr|A0A1U8L895|A0A1U8L895_GOSHI	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A1U8LQ24|A0A1U8LQ24_GOSHI	TMhelix|GT	TMhelix(20-42)|PLN02769(12-608)
tr|A0A1U8MVS5|A0A1U8MVS5_GOSHI	TMhelix|GT	TMhelix(20-42)|PLN02769(14-608)
tr|A0A1U8N0K2|A0A1U8N0K2_GOSHI	TMhelix|GT	TMhelix(16-38)|PLN02742(1-533)
tr|A0A1U8NTY7|A0A1U8NTY7_GOSHI	TMhelix|GT	TMhelix(21-43)|PLN02769(13-607)
tr|A0A1U8PLY8|A0A1U8PLY8_GOSHI	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A1Y1HRE1|A0A1Y1HRE1_KLENI	TMhelix|GT	TMhelix(50-72)|PLN02742(145-605)
tr|A0A1Y1HYB9|A0A1Y1HYB9_KLENI	TMhelix|GT	TMhelix(13-35)|PLN02742(221-675)
tr|A0A1Y1HZH3|A0A1Y1HZH3_KLENI	TMhelix|GT	TMhelix(28-50)|PLN02870(1-528)
tr|A0A200PRD3|A0A200PRD3_9MAGN	TMhelix|GT	TMhelix(47-69)|PLN02870(1-541)
tr|A0A200QNV4|A0A200QNV4_9MAGN	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A200R2K2|A0A200R2K2_9MAGN	TMhelix|GT	TMhelix(41-63)|PLN02742(26-557)
tr|A0A200R353|A0A200R353_9MAGN	TMhelix|GT	TMhelix(19-41)|PLN02769(1-639)
tr|A0A218VY11|A0A218VY11_PUNGR	TMhelix|GT	TMhelix(20-37)|PLN02742(1-508)
tr|A0A218W3A0|A0A218W3A0_PUNGR	TMhelix|GT	TMhelix(20-42)|PLN02769(14-633)
tr|A0A218WPJ6|A0A218WPJ6_PUNGR	TMhelix|GT	TMhelix(46-68)|PLN02870(1-541)
tr|A0A218X9W9|A0A218X9W9_PUNGR	TMhelix|GT	TMhelix(13-35)|PLN02769(16-650)
tr|A0A218XZB3|A0A218XZB3_PUNGR	TMhelix|GT	TMhelix(20-42)|PLN02742(1-522)
tr|A0A251P139|A0A251P139_PRUPE	TMhelix|GT	TMhelix(19-41)|PLN02769(11-629)
tr|A0A251PDJ2|A0A251PDJ2_PRUPE	TMhelix|GT	TMhelix(5-22)|PLN02829(11-661)
tr|A0A251RQ52|A0A251RQ52_HELAN	TMhelix|GT	TMhelix(38-60)|PLN02870(1-532)
tr|A0A251RQH8|A0A251RQH8_HELAN	TMhelix|GT	TMhelix(38-60)|PLN02870(1-532)
tr|A0A251RSL7|A0A251RSL7_HELAN	TMhelix|GT	TMhelix(20-37)|PLN02742(1-535)
tr|A0A251SJ17|A0A251SJ17_HELAN	TMhelix|GT	TMhelix(38-60)|PLN02870(1-509)
tr|A0A251TK14|A0A251TK14_HELAN	TMhelix|GT	TMhelix(20-42)|PLN02769(1-603)
tr|A0A251TYW5|A0A251TYW5_HELAN	TMhelix|GT	TMhelix(17-39)|PLN02742(1-537)
tr|A0A251UCD4|A0A251UCD4_HELAN	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A251VFJ7|A0A251VFJ7_HELAN	TMhelix|GT	TMhelix(16-38)|PLN02742(16-543)
tr|A0A287GHS9|A0A287GHS9_HORVV	TMhelix|GT	TMhelix(31-50)|PLN02829(42-666)
tr|A0A287R165|A0A287R165_HORVV	TMhelix|GT	TMhelix(21-43)|PLN02769(17-641)
tr|A0A2G2V9J2|A0A2G2V9J2_CAPBA	TMhelix|GT	TMhelix(43-65)|PLN02870(1-537)
tr|A0A2G2VT42|A0A2G2VT42_CAPBA	TMhelix|GT	TMhelix(12-34)|PLN02769(178-695)
tr|A0A2G2WQS5|A0A2G2WQS5_CAPBA	TMhelix|GT	TMhelix(20-37)|PLN02742(1-536)
tr|A0A2G2WYI5|A0A2G2WYI5_CAPBA	TMhelix|GT	TMhelix(20-37)|PLN02742(1-534)
tr|A0A2G2XCV7|A0A2G2XCV7_CAPBA	TMhelix|GT	TMhelix(39-61)|PLN02870(1-533)
tr|A0A2G2YKP9|A0A2G2YKP9_CAPAN	TMhelix|GT	TMhelix(12-34)|PLN02769(140-707)
tr|A0A2G3A1X0|A0A2G3A1X0_CAPAN	TMhelix|GT	TMhelix(13-35)|PLN02742(1-534)
tr|A0A2G3BEG3|A0A2G3BEG3_CAPCH	TMhelix|GT	TMhelix(12-34)|PLN02769(149-719)
tr|A0A2G3CLM8|A0A2G3CLM8_CAPCH	TMhelix|GT	TMhelix(41-63)|PLN02870(1-535)
tr|A0A2G3CML3|A0A2G3CML3_CAPCH	TMhelix|GT	TMhelix(20-37)|PLN02742(1-534)
tr|A0A2G3CYY3|A0A2G3CYY3_CAPCH	TMhelix|GT	TMhelix(20-37)|PLN02742(1-536)
tr|A0A2G3D374|A0A2G3D374_CAPCH	TMhelix|GT	TMhelix(39-61)|PLN02870(1-533)
tr|A0A2G9G6V2|A0A2G9G6V2_9LAMI	TMhelix|GT	TMhelix(20-42)|PLN02769(16-623)
tr|A0A2G9H579|A0A2G9H579_9LAMI	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|A0A2G9H9N9|A0A2G9H9N9_9LAMI	TMhelix|GT	TMhelix(19-36)|PLN02742(1-534)
tr|A0A2H3XLP2|A0A2H3XLP2_PHODC	TMhelix|GT	TMhelix(20-37)|PLN02742(1-535)
tr|A0A2H3XMR9|A0A2H3XMR9_PHODC	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A2H3Y391|A0A2H3Y391_PHODC	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A2H3Y5C6|A0A2H3Y5C6_PHODC	TMhelix|GT	TMhelix(20-39)|PLN02742(1-533)
tr|A0A2H3YUI0|A0A2H3YUI0_PHODC	TMhelix|GT	TMhelix(21-38)|PLN02742(1-532)
tr|A0A2H3YW25|A0A2H3YW25_PHODC	TMhelix|GT	TMhelix(20-42)|PLN02769(1-647)
tr|A0A2H3YX04|A0A2H3YX04_PHODC	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A2H3ZBL9|A0A2H3ZBL9_PHODC	TMhelix|GT	TMhelix(19-41)|PLN02742(1-535)
tr|A0A2H5MY06|A0A2H5MY06_CITUN	TMhelix|GT	TMhelix(59-81)|PLN02769(52-691)
tr|A0A2H5PK76|A0A2H5PK76_CITUN	TMhelix|GT	TMhelix(42-64)|PLN02870(1-537)
tr|A0A2H5Q6Y8|A0A2H5Q6Y8_CITUN	TMhelix|GT	TMhelix(19-36)|PLN02742(1-532)
tr|A0A2H5QJQ4|A0A2H5QJQ4_CITUN	TMhelix|GT	TMhelix(17-39)|PLN02742(1-535)
tr|A0A2I0A2I4|A0A2I0A2I4_9ASPA	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A2I0AWB8|A0A2I0AWB8_9ASPA	TMhelix|GT	TMhelix(20-37)|PLN02742(1-513)
tr|A0A2I0B6B7|A0A2I0B6B7_9ASPA	TMhelix|GT	TMhelix(39-61)|PLN02870(1-534)
tr|A0A2I0BGS0|A0A2I0BGS0_9ASPA	TMhelix|GT	TMhelix(21-40)|PLN02769(1-659)
tr|A0A2I4EBV0|A0A2I4EBV0_9ROSI	TMhelix|GT	TMhelix(38-60)|PLN02870(1-534)
tr|A0A2I4EJ00|A0A2I4EJ00_9ROSI	TMhelix|GT	TMhelix(19-41)|PLN02769(1-614)
tr|A0A2I4EPP1|A0A2I4EPP1_9ROSI	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A2I4GR10|A0A2I4GR10_9ROSI	TMhelix|GT	TMhelix(16-38)|PLN02742(1-535)
tr|A0A2I4H826|A0A2I4H826_9ROSI	TMhelix|GT	TMhelix(19-36)|PLN02742(1-532)
tr|A0A2J6KIS9|A0A2J6KIS9_LACSA	TMhelix|GT	TMhelix(30-52)|PLN02870(1-528)
tr|A0A2J6KWX9|A0A2J6KWX9_LACSA	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A2J6L6K6|A0A2J6L6K6_LACSA	TMhelix|GT	TMhelix(16-38)|PLN02742(15-515)
tr|A0A2J6L9C4|A0A2J6L9C4_LACSA	TMhelix|GT	TMhelix(20-37)|PLN02742(1-537)
tr|A0A2J6LCR7|A0A2J6LCR7_LACSA	TMhelix|GT	TMhelix(16-38)|PLN02742(1-532)
tr|A0A2K1IFE2|A0A2K1IFE2_PHYPA	TMhelix|GT	TMhelix(32-54)|PLN02870(1-528)
tr|A0A2K1IGJ5|A0A2K1IGJ5_PHYPA	TMhelix|GT	TMhelix(32-54)|PLN02870(1-529)
tr|A0A2K1IIN2|A0A2K1IIN2_PHYPA	TMhelix|GT	TMhelix(32-54)|PLN02870(1-528)
tr|A0A2K1ILP8|A0A2K1ILP8_PHYPA	TMhelix|GT	TMhelix(21-43)|PLN02829(24-721)
tr|A0A2K1JP23|A0A2K1JP23_PHYPA	TMhelix|GT	TMhelix(20-42)|PLN02829(104-633)
tr|A0A2K1KGZ6|A0A2K1KGZ6_PHYPA	TMhelix|GT	TMhelix(55-77)|PLN02742(58-570)
tr|A0A2K1LA14|A0A2K1LA14_PHYPA	TMhelix|GT	TMhelix(21-43)|PLN02829(227-755)
tr|A0A2K1R5I3|A0A2K1R5I3_POPTR	TMhelix|GT	TMhelix(19-41)|PLN02769(1-610)
tr|A0A2K1WSE8|A0A2K1WSE8_POPTR	TMhelix|GT	TMhelix(19-36)|PLN02742(1-534)
tr|A0A2K1WSJ4|A0A2K1WSJ4_POPTR	TMhelix|GT	TMhelix(19-36)|PLN02742(1-534)
tr|A0A2K1XFN8|A0A2K1XFN8_POPTR	TMhelix|GT	TMhelix(20-42)|PLN02769(1-619)
tr|A0A2K1XIR3|A0A2K1XIR3_POPTR	TMhelix|GT	TMhelix(19-41)|PLN02742(1-518)
tr|A0A2K1Y5R5|A0A2K1Y5R5_POPTR	TMhelix|GT	TMhelix(19-36)|PLN02742(1-534)
tr|A0A2K2A0I3|A0A2K2A0I3_POPTR	TMhelix|GT	TMhelix(19-41)|PLN02769(1-613)
tr|A0A2K2ATL3|A0A2K2ATL3_POPTR	TMhelix|GT	TMhelix(40-62)|PLN02870(1-535)
tr|A0A2K3P859|A0A2K3P859_TRIPR	TMhelix|GT	TMhelix(38-60)|PLN02870(1-519)
tr|A0A2K3PRG2|A0A2K3PRG2_TRIPR	TMhelix|GT	TMhelix(20-37)|PLN02742(1-533)
tr|A0A2P4GRZ1|A0A2P4GRZ1_QUESU	TMhelix|GT	TMhelix(19-36)|PLN02742(1-533)
tr|A0A2P4JBP0|A0A2P4JBP0_QUESU	TMhelix|GT	TMhelix(16-38)|PLN02742(1-535)
tr|A0A2P4L996|A0A2P4L996_QUESU	TMhelix|GT	TMhelix(25-47)|PLN02769(20-642)
tr|A0A2P4MUV6|A0A2P4MUV6_QUESU	TMhelix|GT	TMhelix(40-62)|PLN02870(1-536)
tr|A0A2P5A9U3|A0A2P5A9U3_PARAD	TMhelix|GT	TMhelix(20-42)|PLN02769(1-625)
tr|A0A2P5AW72|A0A2P5AW72_PARAD	TMhelix|GT	TMhelix(38-60)|PLN02870(1-534)
tr|A0A2P5BCC5|A0A2P5BCC5_PARAD	TMhelix|GT	TMhelix(16-38)|PLN02742(1-535)
tr|A0A2P5CVF7|A0A2P5CVF7_9ROSA	TMhelix|GT	TMhelix(20-42)|PLN02769(1-622)
tr|A0A2P5E4U8|A0A2P5E4U8_PARAD	TMhelix|GT	TMhelix(20-37)|PLN02742(1-534)
tr|A0A2P5E8T0|A0A2P5E8T0_9ROSA	TMhelix|GT	TMhelix(20-37)|PLN02742(1-534)
tr|A0A2P5EBT3|A0A2P5EBT3_9ROSA	TMhelix|GT	TMhelix(16-38)|PLN02742(1-535)
tr|A0A2P5FEV6|A0A2P5FEV6_9ROSA	TMhelix|GT	TMhelix(38-60)|PLN02870(1-534)
tr|A0A2P5Q4R3|A0A2P5Q4R3_GOSBA	TMhelix|GT	TMhelix(19-36)|PLN02742(1-533)
tr|A0A2P6P381|A0A2P6P381_ROSCH	TMhelix|GT	TMhelix(17-39)|PLN02742(1-536)
tr|A0A2P6R842|A0A2P6R842_ROSCH	TMhelix|GT	TMhelix(12-34)|PLN02769(4-611)
tr|A0A2P6S2W3|A0A2P6S2W3_ROSCH	TMhelix|GT	TMhelix(21-43)|PLN02742(1-531)
tr|A0A2P6S421|A0A2P6S421_ROSCH	TMhelix|GT	TMhelix(38-60)|PLN02870(1-533)
tr|A0A2R6PCI0|A0A2R6PCI0_ACTCH	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|A0A2R6QC89|A0A2R6QC89_ACTCH	TMhelix|GT	TMhelix(19-36)|PLN02742(1-533)
tr|A0A2R6QHA8|A0A2R6QHA8_ACTCH	TMhelix|GT	TMhelix(16-38)|PLN02742(1-536)
tr|A0A2R6RS25|A0A2R6RS25_ACTCH	TMhelix|GT	TMhelix(21-43)|PLN02769(1-625)
tr|A0A2R6RUE7|A0A2R6RUE7_ACTCH	TMhelix|GT	TMhelix(35-57)|PLN02870(1-529)
