tr|A0A1B0EX43|A0A1B0EX43_PHLPP	WD40|GT-A|Clathrin|RING_Ubox	WD40(40-241)|Galactosyl_T(511-693)|Clathrin(913-1043)|RING_Ubox(1127-1180)
tr|A0A2I4H7F2|A0A2I4H7F2_9ROSI	TMhelix|GT	TMhelix(21-40)|PLN03193(1-339)
tr|A0A2I4HQF5|A0A2I4HQF5_9ROSI	TMhelix|GT	TMhelix(15-37)|PLN03193(1-340)
tr|A0A2J6JWM6|A0A2J6JWM6_LACSA	TMhelix|GT	TMhelix(21-43)|PLN03193(17-387)
tr|A0A2J6K0R7|A0A2J6K0R7_LACSA	TMhelix|GT	TMhelix(13-35)|PLN03193(11-389)
tr|A0A2J6KZ21|A0A2J6KZ21_LACSA	TMhelix|GT	TMhelix(13-35)|PLN03193(2-405)
tr|A0A2J6L271|A0A2J6L271_LACSA	TMhelix|GT	TMhelix(13-35)|PLN03193(11-307)
tr|A0A2J6LIU8|A0A2J6LIU8_LACSA	TMhelix|GT	TMhelix(34-56)|PLN03193(37-344)
tr|A0A2K1IH88|A0A2K1IH88_PHYPA	TMhelix|GT	TMhelix(21-40)|PLN03193(86-327)
tr|A0A2K1J4H0|A0A2K1J4H0_PHYPA	TMhelix|GT	TMhelix(39-61)|PLN03193(96-359)
tr|A0A2K1JIK0|A0A2K1JIK0_PHYPA	TMhelix|GT	TMhelix(44-66)|PLN03193(116-373)
tr|A0A2K1YKN2|A0A2K1YKN2_POPTR	TMhelix|GT	TMhelix(17-39)|PLN03193(9-421)
tr|A0A2K2ANE0|A0A2K2ANE0_POPTR	TMhelix|GT	TMhelix(20-42)|PLN03193(16-393)
tr|A0A2K2BN14|A0A2K2BN14_POPTR	TMhelix|GT	TMhelix(20-42)|PLN03193(1-408)
tr|A0A2K2CDG7|A0A2K2CDG7_POPTR	TMhelix|GT	TMhelix(17-39)|PLN03193(7-403)
tr|A0A2K3NRY3|A0A2K3NRY3_TRIPR	TMhelix|GT	TMhelix(20-42)|PLN03193(1-371)
tr|A0A2P4HTF0|A0A2P4HTF0_QUESU	TMhelix|GT	TMhelix(17-39)|PLN03193(11-403)
tr|A0A2P4KV22|A0A2P4KV22_QUESU	TMhelix|GT	TMhelix(19-41)|PLN03193(1-407)
tr|A0A2P4LR92|A0A2P4LR92_QUESU	TMhelix|GT	TMhelix(13-35)|PLN03193(1-393)
tr|A0A2P4LVF4|A0A2P4LVF4_QUESU	TMhelix|GT	TMhelix(13-32)|PLN03193(14-423)
tr|A0A2P5AEB5|A0A2P5AEB5_PARAD	TMhelix|GT	TMhelix(48-70)|PLN03193(37-437)
tr|A0A2P5B555|A0A2P5B555_PARAD	TMhelix|GT	TMhelix(23-45)|PLN03193(1-452)
tr|A0A2P5CJB0|A0A2P5CJB0_9ROSA	TMhelix|GT	TMhelix(15-37)|PLN03193(11-349)
tr|A0A2P5D5Y5|A0A2P5D5Y5_PARAD	TMhelix|GT	TMhelix(19-41)|PLN03193(1-409)
tr|A0A2P5DJL2|A0A2P5DJL2_PARAD	TMhelix|GT	TMhelix(15-37)|PLN03193(11-355)
tr|A0A2P5EE78|A0A2P5EE78_9ROSA	TMhelix|GT	TMhelix(19-41)|PLN03193(1-409)
tr|A0A2P5EEQ2|A0A2P5EEQ2_9ROSA	TMhelix|GT	TMhelix(21-43)|PLN03193(1-451)
tr|A0A2P5PV28|A0A2P5PV28_GOSBA	TMhelix|GT	TMhelix(19-41)|PLN03193(1-404)
tr|A0A2P5RAH0|A0A2P5RAH0_GOSBA	TMhelix|GT	TMhelix(19-41)|PLN03193(1-420)
tr|A0A2P5S440|A0A2P5S440_GOSBA	TMhelix|GT	TMhelix(13-35)|PLN03193(4-400)
tr|A0A2P6PI33|A0A2P6PI33_ROSCH	TMhelix|GT	TMhelix(13-35)|PLN03193(5-405)
tr|A0A2P6Q2L4|A0A2P6Q2L4_ROSCH	TMhelix|GT	TMhelix(21-43)|PLN03193(1-370)
tr|A0A2P6QA68|A0A2P6QA68_ROSCH	TMhelix|GT	TMhelix(21-43)|PLN03193(84-334)
tr|A0A2P6S280|A0A2P6S280_ROSCH	TMhelix|GT	TMhelix(20-42)|PLN03193(1-407)
tr|A0A2R6QCL3|A0A2R6QCL3_ACTCH	TMhelix|GT	TMhelix(26-48)|PLN03193(86-336)
tr|A0A2R6QWL3|A0A2R6QWL3_ACTCH	TMhelix|GT	TMhelix(19-41)|PLN03193(1-407)
tr|A0A2R6RP20|A0A2R6RP20_ACTCH	TMhelix|GT	TMhelix(13-35)|PLN03193(9-397)
tr|A0A2R6WXA6|A0A2R6WXA6_MARPO	TMhelix|GT	TMhelix(35-54)|PLN03193(121-369)
tr|A0A2R6WYA2|A0A2R6WYA2_MARPO	TMhelix|GT	TMhelix(13-35)|PLN03193(7-400)
tr|A0A2R6XQD4|A0A2R6XQD4_MARPO	TMhelix|GT	TMhelix(20-37)|PLN03193(15-428)
tr|A2XIT8|A2XIT8_ORYSI	TMhelix|GT	TMhelix(29-51)|PLN03193(16-406)
tr|A9TTB4|A9TTB4_PHYPA	TMhelix|GT	TMhelix(12-34)|PLN03193(5-370)
tr|B4FBF1|B4FBF1_MAIZE	TMhelix|GT	TMhelix(45-67)|PLN03193(109-356)
tr|B7FHZ9|B7FHZ9_MEDTR	TMhelix|GT	TMhelix(24-41)|PLN03193(77-328)
tr|B8BAG0|B8BAG0_ORYSI	TMhelix|GT	TMhelix(23-45)|PLN03193(27-388)
tr|B9GX59|B9GX59_POPTR	TMhelix|GT	TMhelix(21-43)|PLN03193(19-343)
tr|B9I1V4|B9I1V4_POPTR	TMhelix|GT	TMhelix(21-43)|PLN03193(89-338)
tr|B9N639|B9N639_POPTR	TMhelix|GT	TMhelix(21-43)|PLN03193(89-338)
tr|B9RIE2|B9RIE2_RICCO	TMhelix|GT	TMhelix(49-71)|PLN03193(45-433)
tr|B9RYW6|B9RYW6_RICCO	TMhelix|GT	TMhelix(17-39)|PLN03193(11-403)
tr|B9SE61|B9SE61_RICCO	TMhelix|GT	TMhelix(21-43)|PLN03193(74-330)
tr|C1N2Y7|C1N2Y7_MICPC	TMhelix|GT	TMhelix(13-35)|PLN03193(105-384)
tr|C5WUA8|C5WUA8_SORBI	TMhelix|GT	TMhelix(33-55)|PLN03193(21-409)
tr|C5YUF0|C5YUF0_SORBI	TMhelix|GT	TMhelix(45-67)|PLN03193(106-356)
tr|C5Z7V3|C5Z7V3_SORBI	TMhelix|GT	TMhelix(12-31)|PLN03193(12-400)
tr|D7KEC0|D7KEC0_ARALL	TMhelix|GT	TMhelix(13-35)|PLN03193(1-407)
tr|D7KMI0|D7KMI0_ARALL	TMhelix|GT	TMhelix(21-43)|PLN03193(1-395)
tr|D7LEY5|D7LEY5_ARALL	TMhelix|GT	TMhelix(20-42)|PLN03193(1-409)
tr|D7SV29|D7SV29_VITVI	TMhelix|GT	TMhelix(13-35)|PLN03193(8-329)
tr|D7SWK5|D7SWK5_VITVI	TMhelix|GT	TMhelix(13-35)|PLN03193(11-397)
tr|D7TE78|D7TE78_VITVI	TMhelix|GT	TMhelix(19-41)|PLN03193(1-407)
tr|D7TVT8|D7TVT8_VITVI	TMhelix|GT	TMhelix(20-42)|PLN03193(7-405)
tr|D8R6M6|D8R6M6_SELML	TMhelix|GT	TMhelix(21-43)|PLN03193(81-352)
tr|D8RAQ9|D8RAQ9_SELML	TMhelix|GT	TMhelix(12-34)|PLN03193(8-397)
tr|D8RH45|D8RH45_SELML	TMhelix|GT	TMhelix(12-34)|PLN03193(4-397)
tr|D8RVD4|D8RVD4_SELML	TMhelix|GT	TMhelix(9-31)|PLN03193(2-402)
tr|D8S234|D8S234_SELML	TMhelix|GT	TMhelix(9-31)|PLN03193(2-402)
tr|D8S4B7|D8S4B7_SELML	TMhelix|GT	TMhelix(21-43)|PLN03193(81-354)
tr|D8S6F8|D8S6F8_SELML	TMhelix|GT	TMhelix(13-35)|PLN03193(9-373)
tr|D8SZL4|D8SZL4_SELML	TMhelix|GT	TMhelix(7-29)|PLN03193(7-399)
tr|E0CVS8|E0CVS8_VITVI	TMhelix|GT	TMhelix(21-43)|PLN03193(1-408)
tr|F2D221|F2D221_HORVV	TMhelix|GT	TMhelix(21-43)|PLN03193(8-399)
tr|F6H2P5|F6H2P5_VITVI	TMhelix|GT	TMhelix(20-42)|PLN03193(86-335)
tr|G7ITY6|G7ITY6_MEDTR	TMhelix|GT	TMhelix(19-41)|PLN03193(1-402)
tr|G7J459|G7J459_MEDTR	TMhelix|GT	TMhelix(13-30)|PLN03193(9-396)
tr|I1GQL6|I1GQL6_BRADI	TMhelix|GT	TMhelix(29-51)|PLN03193(16-405)
tr|I1GW64|I1GW64_BRADI	TMhelix|GT	TMhelix(13-35)|PLN03193(8-397)
tr|I1HL13|I1HL13_BRADI	TMhelix|GT	TMhelix(50-72)|PLN03193(112-357)
tr|I1I0I2|I1I0I2_BRADI	TMhelix|GT	TMhelix(21-43)|PLN03193(12-374)
tr|I1JZB2|I1JZB2_SOYBN	TMhelix|GT	TMhelix(9-28)|PLN03193(9-397)
tr|I1KA36|I1KA36_SOYBN	TMhelix|GT	TMhelix(7-29)|PLN03193(9-394)
tr|I1KFD4|I1KFD4_SOYBN	TMhelix|GT	TMhelix(19-41)|PLN03193(1-407)
tr|I1LGA9|I1LGA9_SOYBN	TMhelix|GT	TMhelix(21-40)|PLN03193(2-342)
tr|I1LRQ0|I1LRQ0_SOYBN	TMhelix|GT	TMhelix(19-41)|PLN03193(1-406)
tr|I1LU50|I1LU50_SOYBN	TMhelix|GT	TMhelix(19-41)|PLN03193(1-407)
tr|I1LW28|I1LW28_SOYBN	TMhelix|GT	TMhelix(13-33)|PLN03193(5-395)
tr|I1M445|I1M445_SOYBN	TMhelix|GT	TMhelix(19-41)|PLN03193(1-407)
tr|I1MAN3|I1MAN3_SOYBN	TMhelix|GT	TMhelix(13-30)|PLN03193(9-395)
tr|I1MR54|I1MR54_SOYBN	TMhelix|GT	TMhelix(19-41)|PLN03193(2-374)
tr|I1PCZ3|I1PCZ3_ORYGL	TMhelix|GT	TMhelix(29-51)|PLN03193(16-410)
tr|I1PT82|I1PT82_ORYGL	TMhelix|GT	TMhelix(54-76)|PLN03193(126-372)
tr|I1PVU6|I1PVU6_ORYGL	TMhelix|GT	TMhelix(25-47)|PLN03193(21-401)
tr|I1QF54|I1QF54_ORYGL	TMhelix|GT	TMhelix(23-45)|PLN03193(27-388)
tr|J3LQF4|J3LQF4_ORYBR	TMhelix|GT	TMhelix(28-50)|PLN03193(1-405)
tr|J3M7D8|J3M7D8_ORYBR	TMhelix|GT	TMhelix(20-42)|PLN03193(21-399)
tr|K3XXC9|K3XXC9_SETIT	TMhelix|GT	TMhelix(16-38)|PLN03193(1-400)
tr|K3YSZ6|K3YSZ6_SETIT	TMhelix|GT	TMhelix(19-41)|PLN03193(1-403)
tr|K3Z757|K3Z757_SETIT	TMhelix|GT	TMhelix(46-68)|PLN03193(99-355)
tr|K4CFD1|K4CFD1_SOLLC	TMhelix|GT	TMhelix(19-41)|PLN03193(1-406)
tr|K4CGU2|K4CGU2_SOLLC	TMhelix|GT	TMhelix(27-46)|PLN03193(70-336)
tr|K4CXQ0|K4CXQ0_SOLLC	TMhelix|GT	TMhelix(25-44)|PLN03193(75-332)
tr|K4D6F3|K4D6F3_SOLLC	TMhelix|GT	TMhelix(13-35)|PLN03193(9-396)
tr|K4DBC6|K4DBC6_SOLLC	TMhelix|GT	TMhelix(21-43)|PLN03193(1-395)
tr|M0RSC4|M0RSC4_MUSAM	TMhelix|GT	TMhelix(27-49)|PLN03193(18-414)
tr|M0SRI2|M0SRI2_MUSAM	TMhelix|GT	TMhelix(29-51)|PLN03193(18-413)
tr|M0SUA7|M0SUA7_MUSAM	TMhelix|GT	TMhelix(21-40)|PLN03193(1-403)
tr|M0T4E1|M0T4E1_MUSAM	TMhelix|GT	TMhelix(46-68)|PLN03193(104-326)
tr|M0THE5|M0THE5_MUSAM	TMhelix|GT	TMhelix(30-52)|PLN03193(79-332)
tr|M0TSX3|M0TSX3_MUSAM	TMhelix|GT	TMhelix(12-31)|PLN03193(12-427)
tr|M0U4T6|M0U4T6_MUSAM	TMhelix|GT	TMhelix(37-59)|PLN03193(23-422)
tr|M1AGW0|M1AGW0_SOLTU	TMhelix|GT	TMhelix(21-43)|PLN03193(1-397)
tr|M1AXA9|M1AXA9_SOLTU	TMhelix|GT	TMhelix(24-46)|PLN03193(69-335)
tr|M1BX14|M1BX14_SOLTU	TMhelix|GT	TMhelix(25-44)|PLN03193(75-332)
tr|M1CNS3|M1CNS3_SOLTU	TMhelix|GT	TMhelix(13-35)|PLN03193(9-396)
tr|M1CTT4|M1CTT4_SOLTU	TMhelix|GT	TMhelix(19-41)|PLN03193(1-406)
tr|M4CN07|M4CN07_BRARP	TMhelix|GT	TMhelix(20-42)|PLN03193(1-409)
tr|M4DGM9|M4DGM9_BRARP	TMhelix|GT	TMhelix(13-35)|PLN03193(7-381)
tr|M4DTJ2|M4DTJ2_BRARP	TMhelix|GT	TMhelix(21-43)|PLN03193(1-390)
tr|M4E3E5|M4E3E5_BRARP	TMhelix|GT	TMhelix(13-35)|PLN03193(8-391)
tr|M5WAR6|M5WAR6_PRUPE	TMhelix|GT	TMhelix(17-39)|PLN03193(11-403)
tr|M5X8C4|M5X8C4_PRUPE	TMhelix|GT	TMhelix(21-40)|PLN03193(1-339)
tr|M7ZYP7|M7ZYP7_TRIUA	TMhelix|GT	TMhelix(21-43)|PLN03193(8-400)
tr|Q60E38|Q60E38_ORYSJ	TMhelix|GT	TMhelix(54-76)|PLN03193(126-372)
tr|Q69UI5|Q69UI5_ORYSJ	TMhelix|GT	TMhelix(23-45)|PLN03193(27-388)
tr|Q6F2F5|Q6F2F5_ORYSJ	TMhelix|GT	TMhelix(29-51)|PLN03193(16-406)
tr|S8CCC7|S8CCC7_9LAMI	TMhelix|GT	TMhelix(12-34)|PLN03193(5-391)
tr|U5CMF5|U5CMF5_AMBTC	TMhelix|GT	TMhelix(21-40)|PLN03193(8-328)
tr|U5D4I4|U5D4I4_AMBTC	TMhelix|GT	TMhelix(20-42)|PLN03193(1-405)
tr|U5FGZ3|U5FGZ3_POPTR	TMhelix|GT	TMhelix(48-67)|PLN03193(42-431)
tr|U5FT06|U5FT06_POPTR	TMhelix|GT	TMhelix(20-42)|PLN03193(1-408)
tr|U7E1R1|U7E1R1_POPTR	TMhelix|GT	TMhelix(20-42)|PLN03193(16-414)
tr|V7AFZ7|V7AFZ7_PHAVU	TMhelix|GT	TMhelix(19-41)|PLN03193(1-406)
tr|V7AUC3|V7AUC3_PHAVU	TMhelix|GT	TMhelix(9-28)|PLN03193(9-393)
tr|V7B8D0|V7B8D0_PHAVU	TMhelix|GT	TMhelix(13-30)|PLN03193(2-395)
tr|V7CAK0|V7CAK0_PHAVU	TMhelix|GT	TMhelix(22-44)|PLN03193(1-378)
tr|W1NWU9|W1NWU9_AMBTC	TMhelix|GT	TMhelix(45-67)|PLN03193(37-418)
tr|W1P306|W1P306_AMBTC	TMhelix|GT	TMhelix(21-43)|PLN03193(20-403)
tr|W5A950|W5A950_WHEAT	TMhelix|GT	TMhelix(50-72)|PLN03193(112-357)
tr|W5AN15|W5AN15_WHEAT	TMhelix|GT	TMhelix(50-72)|PLN03193(112-357)
tr|W5H7G2|W5H7G2_WHEAT	TMhelix|GT	TMhelix(21-43)|PLN03193(8-400)
tr|W5HXU7|W5HXU7_WHEAT	TMhelix|GT	TMhelix(16-38)|PLN03193(1-397)
tr|W5I064|W5I064_WHEAT	TMhelix|GT	TMhelix(21-43)|PLN03193(8-400)
tr|A0A0D3EWX8|A0A0D3EWX8_9ORYZ	SMC_prok_B|MAD|GT	SMC_prok_B(74-262)|MAD(178-688)|PLN03193(741-1114)
tr|A0A0D9YI59|A0A0D9YI59_9ORYZ	SMC_prok_B|MAD|GT	SMC_prok_B(21-209)|MAD(125-635)|PLN03193(688-1061)
tr|I1NTW6|I1NTW6_ORYGL	SMC_prok_B|MAD|GT	SMC_prok_B(74-262)|MAD(178-716)|PLN03193(1136-1445)
tr|A0A251PED8|A0A251PED8_PRUPE	Senescence_reg|TMhelix|GT	Senescence_reg(23-194)|TMhelix(223-245)|PLN03193(202-607)
tr|A0A1R3I2N5|A0A1R3I2N5_COCAP	Senescence_reg|GT	Senescence_reg(19-186)|PLN03193(187-547)
tr|A0A0E0PMT1|A0A0E0PMT1_ORYRU	RRM_SF|TMhelix|GT	RRM_SF(9-81)|TMhelix(148-170)|PLN03193(144-503)
tr|A0A0D9ZZH0|A0A0D9ZZH0_9ORYZ	RRM_SF|RRM|TMhelix|GT	RRM_SF(9-69)|RRM(1-180)|TMhelix(183-205)|PLN03193(179-560)
tr|A0A0E0DRP0|A0A0E0DRP0_9ORYZ	RRM_SF|RRM|TMhelix|GT	RRM_SF(9-69)|RRM(1-176)|TMhelix(179-201)|PLN03193(175-558)
tr|A0A0E0HET9|A0A0E0HET9_ORYNI	RRM_SF|RRM|TMhelix|GT	RRM_SF(9-69)|RRM(1-180)|TMhelix(183-205)|PLN03193(179-559)
tr|A0A0E0L2U2|A0A0E0L2U2_ORYPU	RRM_SF|RRM|TMhelix|GT	RRM_SF(9-69)|RRM(1-180)|TMhelix(183-205)|PLN03193(179-557)
tr|A0A2P6U263|A0A2P6U263_CHLSO	Protein_Binding|Protein_Binding|Protein_Binding|TMhelix|TMhelix|GT	TPR(119-250)|TPR(196-405)|TPR(344-646)|TMhelix(740-757)|TMhelix(766-785)|PLN03193(1023-1339)
tr|A0A2P6VLS8|A0A2P6VLS8_9CHLO	Protein_Binding|Protein_Binding|Protein_Binding|GT	TPR(86-216)|TPR(154-358)|TPR(296-579)|PLN03193(1032-1349)
tr|A0A287VR30|A0A287VR30_HORVV	PRK07764|TMhelix|GT	PRK07764(25-166)|TMhelix(90-112)|PLN03193(160-413)
tr|A0A2J6JJI7|A0A2J6JJI7_LACSA	PLN02316|GT|proteasome_beta_type_3	PLN02316(77-1110)|PLN03193(1106-1370)|proteasome_beta_type_3(1426-1620)
tr|A0A0E0A5S8|A0A0E0A5S8_9ORYZ	PLN00417|PLN02758|Uncharacterized|GT	PLN00417(44-342)|PLN02758(362-457)|DUF4094(524-597)|PLN03193(582-820)
tr|W4ZDN2|W4ZDN2_STRPU	PKc_like|TMhelix|GT-A	PKc_like(27-178)|TMhelix(190-212)|Galactosyl_T(265-447)
tr|I3JV13|I3JV13_ORENI	metallo-hydrolase-like_MBL-fold|GT-A	metallo-hydrolase-like_MBL-fold(23-152)|Galactosyl_T(305-456)
tr|A0A2J7ZSI7|A0A2J7ZSI7_9CHLO	metallo-hydrolase-like_MBL-fold|ElaC|GT-A	metallo-hydrolase-like_MBL-fold(1742-1792)|ElaC(1773-1838)|Galactosyl_T(2039-2191)
tr|A0A1D6N5N0|A0A1D6N5N0_MAIZE	MAD|GT	MAD(94-656)|PLN03193(822-1064)
tr|A0A1E5UM07|A0A1E5UM07_9POAL	MAD|GT	MAD(92-660)|PLN03193(699-1082)
tr|A0A287LXL0|A0A287LXL0_HORVV	MAD|GT	MAD(34-586)|PLN03193(626-1014)
tr|J3L6D6|J3L6D6_ORYBR	MAD|GT	MAD(137-660)|PLN03193(699-1081)
tr|K3XDZ2|K3XDZ2_SETIT	MAD|GT	MAD(92-654)|PLN03193(694-1086)
tr|A0A1R3JC33|A0A1R3JC33_9ROSI	Jas|PHD1_AIRE|NAT_SF|GT-A	Jas(821-892)|PHD1_AIRE(933-972)|NAT_SF(1119-1181)|Galactosyl_T(1535-1729)
tr|A0A1R3HRB1|A0A1R3HRB1_COCAP	GT|VPS9	PLN03193(2-390)|VPS9(553-657)
tr|A0A1R3ILL9|A0A1R3ILL9_COCAP	GT|TMhelix|DUF588|TMhelix|TMhelix	PLN03193(1-318)|TMhelix(424-446)|DUF588(376-516)|TMhelix(461-483)|TMhelix(507-529)
tr|A0A067FF24|A0A067FF24_CITSI	GT|TMhelix	PLN03193(8-336)|TMhelix(355-377)
tr|I1M9H0|I1M9H0_SOYBN	GT|TMhelix	PLN03193(16-347)|TMhelix(339-361)
tr|A0A2H5P0I6|A0A2H5P0I6_CITUN	GT|PLN02946	PLN03193(8-336)|PLN02946(370-934)
tr|I3MQ80|I3MQ80_ICTTR	GT|GT-A	PLN03193(6-61)|Galactosyl_T(262-412)
tr|A0A2H5Q790|A0A2H5Q790_CITUN	GT|GT	PLN03193(10-388)|PLN03193(453-781)
tr|A0A2P6V2C9|A0A2P6V2C9_9CHLO	GT|GH31_N|GH31_GANC_GANAB_alpha|SGNH_hydrolase	PLN03193(24-284)|GH31_N(509-640)|GH31_GANC_GANAB_alpha(640-1115)|SGNH_hydrolase(1263-1340)
tr|A0A2P6TC16|A0A2P6TC16_CHLSO	GT|CE4_SF	PLN03193(35-258)|CE4_SF(279-541)
tr|C5LNR8|C5LNR8_PERM5	GT-A|ZUO1	Galactosyl_T(65-271)|ZUO1(420-606)
tr|A0A1I8B301|A0A1I8B301_MELHA	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GWT1|TMhelix|TMhelix|TMhelix|TMhelix	Galactosyl_T(88-258)|TMhelix(355-377)|TMhelix(389-411)|TMhelix(415-432)|TMhelix(485-503)|TMhelix(554-576)|TMhelix(589-608)|TMhelix(612-634)|GWT1(481-786)|TMhelix(655-673)|TMhelix(686-708)|TMhelix(728-750)|TMhelix(765-787)
tr|C5LWH6|C5LWH6_PERM5	GT-A|TMhelix	Galactosyl_T(64-270)|TMhelix(579-601)
sp|Q9N491|SQV2_CAEEL	GT-A|PLN02763	Galactosyl_T(72-259)|PLN02763(242-287)
tr|C5LB01|C5LB01_PERM5	GT-A|GT-A|TMhelix	Galactosyl_T(65-271)|Galactosyl_T(568-774)|TMhelix(1076-1095)
tr|C5LWH7|C5LWH7_PERM5	GT-A|GT-A|TMhelix	Galactosyl_T(64-270)|Galactosyl_T(475-670)|TMhelix(988-1007)
tr|A0A016S5N4|A0A016S5N4_9BILA	GT-A	Galactosyl_T(73-258)
tr|A0A059LIR1|A0A059LIR1_9CHLO	GT-A	Galactosyl_T(79-274)
tr|A0A067S9H5|A0A067S9H5_GALM3	GT-A	Galactosyl_T(119-319)
tr|A0A0K0JRN1|A0A0K0JRN1_BRUMA	GT-A	Galactosyl_T(76-261)
tr|A0A0P5XMH1|A0A0P5XMH1_9CRUS	GT-A	Galactosyl_T(85-268)
tr|A0A151RI08|A0A151RI08_CAJCA	GT-A	Galactosyl_T(95-290)
tr|A0A182EKY6|A0A182EKY6_ONCOC	GT-A	Galactosyl_T(82-267)
tr|A0A1D5NZX0|A0A1D5NZX0_CHICK	GT-A	Galactosyl_T(34-222)
tr|A0A1E5V7Q9|A0A1E5V7Q9_9POAL	GT-A	Galactosyl_T(120-288)
tr|A0A1I8B3S9|A0A1I8B3S9_MELHA	GT-A	Galactosyl_T(51-233)
tr|A0A1I8BSY0|A0A1I8BSY0_MELHA	GT-A	Galactosyl_T(17-185)
tr|A0A1J7GG74|A0A1J7GG74_LUPAN	GT-A	Galactosyl_T(94-265)
tr|A0A1S2XJ84|A0A1S2XJ84_CICAR	GT-A	Galactosyl_T(90-284)
tr|A0A1S3NDA7|A0A1S3NDA7_SALSA	GT-A	Galactosyl_T(302-446)
tr|A0A1S3P1H0|A0A1S3P1H0_SALSA	GT-A	Galactosyl_T(92-276)
tr|A0A1S3U8X8|A0A1S3U8X8_VIGRR	GT-A	Galactosyl_T(69-261)
tr|A0A1U7RF55|A0A1U7RF55_ALLSI	GT-A	Galactosyl_T(30-194)
tr|A0A1X7UVT5|A0A1X7UVT5_AMPQE	GT-A	Galactosyl_T(85-274)
tr|A0A218UIA4|A0A218UIA4_9PASE	GT-A	Galactosyl_T(70-255)
tr|A0A218VAZ2|A0A218VAZ2_9PASE	GT-A	Galactosyl_T(294-451)
tr|A0A2B4SVP5|A0A2B4SVP5_STYPI	GT-A	Galactosyl_T(38-225)
tr|A0A2D0PNF1|A0A2D0PNF1_ICTPU	GT-A	Galactosyl_T(81-265)
tr|A0A2H5PZ40|A0A2H5PZ40_CITUN	GT-A	Galactosyl_T(167-342)
tr|A0A2J7QK23|A0A2J7QK23_9NEOP	GT-A	Galactosyl_T(53-244)
tr|A0A2K1WW72|A0A2K1WW72_POPTR	GT-A	Galactosyl_T(23-189)
tr|A0A2P4SGL2|A0A2P4SGL2_BAMTH	GT-A	Galactosyl_T(50-209)
tr|A0A2P6VAP3|A0A2P6VAP3_9CHLO	GT-A	Galactosyl_T(111-304)
tr|A7SZM8|A7SZM8_NEMVE	GT-A	Galactosyl_T(33-218)
tr|B7QCT4|B7QCT4_IXOSC	GT-A	Galactosyl_T(64-249)
tr|C3YL93|C3YL93_BRAFL	GT-A	Galactosyl_T(14-197)
tr|C3YMZ9|C3YMZ9_BRAFL	GT-A	Galactosyl_T(8-191)
tr|C3ZJA8|C3ZJA8_BRAFL	GT-A	Galactosyl_T(96-280)
tr|C5KQZ4|C5KQZ4_PERM5	GT-A	Galactosyl_T(105-311)
tr|D7G6P0|D7G6P0_ECTSI	GT-A	Galactosyl_T(251-402)
tr|E1ZHE2|E1ZHE2_CHLVA	GT-A	Galactosyl_T(36-241)
tr|E4X0U1|E4X0U1_OIKDI	GT-A	Galactosyl_T(21-180)
tr|E9HTR4|E9HTR4_DAPPU	GT-A	Galactosyl_T(32-215)
tr|F1NVX0|F1NVX0_CHICK	GT-A	Galactosyl_T(297-454)
tr|F7CX70|F7CX70_MACMU	GT-A	Galactosyl_T(57-242)
tr|G0PHJ7|G0PHJ7_CAEBE	GT-A	Galactosyl_T(84-271)
tr|G1PX89|G1PX89_MYOLU	GT-A	Galactosyl_T(268-418)
tr|G3I413|G3I413_CRIGR	GT-A	Galactosyl_T(65-256)
tr|G3UU25|G3UU25_MELGA	GT-A	Galactosyl_T(42-229)
tr|G5A4X4|G5A4X4_PHYSP	GT-A	Galactosyl_T(78-278)
tr|G5A4X8|G5A4X8_PHYSP	GT-A	Galactosyl_T(29-229)
tr|H0XJH5|H0XJH5_OTOGA	GT-A	Galactosyl_T(63-252)
tr|H0Z0U9|H0Z0U9_TAEGU	GT-A	Galactosyl_T(72-257)
tr|H0ZJ39|H0ZJ39_TAEGU	GT-A	Galactosyl_T(263-420)
tr|H3BZH9|H3BZH9_TETNG	GT-A	Galactosyl_T(49-233)
tr|I0YRQ0|I0YRQ0_COCSC	GT-A	Galactosyl_T(145-338)
tr|J9E525|J9E525_WUCBA	GT-A	Galactosyl_T(80-267)
tr|K7EYM3|K7EYM3_PELSI	GT-A	Galactosyl_T(89-277)
tr|L5K2W7|L5K2W7_PTEAL	GT-A	Galactosyl_T(356-506)
tr|L8GV48|L8GV48_ACACA	GT-A	Galactosyl_T(94-241)
tr|L8YCG4|L8YCG4_TUPCH	GT-A	Galactosyl_T(118-286)
tr|M8ALP7|M8ALP7_TRIUA	GT-A	Galactosyl_T(15-236)
tr|Q256Z7|Q256Z7_DANRE	GT-A	Galactosyl_T(81-266)
tr|T1F1D5|T1F1D5_HELRO	GT-A	Galactosyl_T(57-243)
tr|U3I5J1|U3I5J1_ANAPL	GT-A	Galactosyl_T(42-229)
tr|U3KJK4|U3KJK4_FICAL	GT-A	Galactosyl_T(8-173)
tr|W4YYK3|W4YYK3_STRPU	GT-A	Galactosyl_T(75-259)
tr|W5LSI1|W5LSI1_ASTMX	GT-A	Galactosyl_T(81-265)
sp|Q6NQB7|B3GT7_ARATH	GT	PLN03193(6-390)
sp|Q8LEJ9|B3GT4_ARATH	GT	PLN03193(1-407)
sp|Q94A05|B3GTA_ARATH	GT	PLN03193(8-335)
sp|Q9C809|B3GT8_ARATH	GT	PLN03193(7-393)
