tr|F0YCC4|F0YCC4_AURAN	Unknown	DUF563(212-324)
tr|T1HZZ2|T1HZZ2_RHOPR	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(104-234)
tr|T1J8G4|T1J8G4_STRMM	TMhelix|GT-A	TMhelix(17-36)|Galactosyl_T(70-234)
tr|T1JAC1|T1JAC1_STRMM	TMhelix|GT-A	TMhelix(44-62)|Galactosyl_T(137-253)
tr|T1JUS0|T1JUS0_TETUR	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(121-284)
tr|T1PHG0|T1PHG0_MUSDO	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(109-278)
tr|U3K6J3|U3K6J3_FICAL	TMhelix|GT-A	TMhelix(7-29)|Galactosyl_T(108-249)
tr|U5G2L3|U5G2L3_POPTR	TMhelix|GT-A	TMhelix(31-53)|DUF604(211-469)
tr|U6NGN7|U6NGN7_HAECO	TMhelix|GT-A	TMhelix(9-31)|Galactosyl_T(55-217)
tr|U6NPD7|U6NPD7_HAECO	TMhelix|GT-A	TMhelix(31-53)|Galactosyl_T(94-255)
tr|U6NQR2|U6NQR2_HAECO	TMhelix|GT-A	TMhelix(7-26)|Galactosyl_T(98-230)
tr|U6NSX9|U6NSX9_HAECO	TMhelix|GT-A	TMhelix(40-59)|Galactosyl_T(130-262)
tr|V8NYW7|V8NYW7_OPHHA	TMhelix|GT-A	TMhelix(7-29)|Galactosyl_T(108-251)
tr|V8PAW0|V8PAW0_OPHHA	TMhelix|GT-A	TMhelix(11-33)|Galactosyl_T(134-222)
tr|W2QL84|W2QL84_PHYPN	TMhelix|GT-A	TMhelix(39-61)|Galactosyl_T(109-263)
tr|W4FZ17|W4FZ17_9STRA	TMhelix|GT-A	TMhelix(20-42)|Galactosyl_T(148-242)
tr|W4G1M3|W4G1M3_9STRA	TMhelix|GT-A	TMhelix(7-24)|Galactosyl_T(86-295)
tr|W4YLM3|W4YLM3_STRPU	TMhelix|GT-A	TMhelix(7-26)|Galactosyl_T(100-275)
tr|W4YXZ6|W4YXZ6_STRPU	TMhelix|GT-A	TMhelix(11-30)|Galactosyl_T(169-268)
tr|W5K1D7|W5K1D7_ASTMX	TMhelix|GT-A	TMhelix(7-29)|Galactosyl_T(109-277)
tr|W5L0T5|W5L0T5_ASTMX	TMhelix|GT-A	TMhelix(12-31)|Galactosyl_T(165-288)
tr|W5L8J7|W5L8J7_ASTMX	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(148-230)
tr|W5ML64|W5ML64_LEPOC	TMhelix|GT-A	TMhelix(13-32)|Galactosyl_T(165-288)
tr|W5MYX6|W5MYX6_LEPOC	TMhelix|GT-A	TMhelix(7-29)|Galactosyl_T(161-245)
tr|W5P439|W5P439_SHEEP	TMhelix|GT-A	TMhelix(7-29)|Galactosyl_T(107-248)
tr|W6UGM8|W6UGM8_ECHGR	TMhelix|GT-A	TMhelix(62-84)|Galactosyl_T(131-264)
tr|U3KJH3|U3KJH3_FICAL	TMhelix|Fe_dep_repr_C	TMhelix(7-26)|Fe_dep_repr_C(188-216)
sp|Q3SX46|C1GLC_BOVIN	TMhelix	TMhelix(7-26)
sp|Q499P3|C1GLC_RAT	TMhelix	TMhelix(7-26)
sp|Q96EU7|C1GLC_HUMAN	TMhelix	TMhelix(7-26)
sp|Q9JMG2|C1GLC_MOUSE	TMhelix	TMhelix(7-26)
tr|A0A044V8Z5|A0A044V8Z5_ONCVO	TMhelix	TMhelix(20-42)
tr|A0A067QWX5|A0A067QWX5_ZOONE	TMhelix	TMhelix(12-29)
tr|A0A0K0JMD6|A0A0K0JMD6_BRUMA	TMhelix	TMhelix(26-45)
tr|A0A0Q9WZE4|A0A0Q9WZE4_DROWI	TMhelix	TMhelix(7-29)
tr|A0A154PBD5|A0A154PBD5_9HYME	TMhelix	TMhelix(12-34)
tr|A0A158NDX4|A0A158NDX4_ATTCE	TMhelix	TMhelix(12-34)
tr|A0A195C4Y4|A0A195C4Y4_9HYME	TMhelix	TMhelix(12-34)
tr|A0A195D7Y2|A0A195D7Y2_9HYME	TMhelix	TMhelix(12-34)
tr|A0A195ESD0|A0A195ESD0_9HYME	TMhelix	TMhelix(12-34)
tr|A0A1A6HDC4|A0A1A6HDC4_NEOLE	TMhelix	TMhelix(25-47)
tr|A0A1A9UIV3|A0A1A9UIV3_GLOAU	TMhelix	TMhelix(29-51)
tr|A0A1B0BP48|A0A1B0BP48_9MUSC	TMhelix	TMhelix(42-64)
tr|A0A1J1IJY2|A0A1J1IJY2_9DIPT	TMhelix	TMhelix(33-55)
tr|A0A1J4KJY5|A0A1J4KJY5_9EUKA	TMhelix	TMhelix(13-32)
tr|A0A1S3FBY5|A0A1S3FBY5_DIPOR	TMhelix	TMhelix(12-34)
tr|A0A1U7QP64|A0A1U7QP64_MESAU	TMhelix	TMhelix(7-26)
tr|A0A1U7UZI9|A0A1U7UZI9_TARSY	TMhelix	TMhelix(7-26)
tr|A0A1U8DIY6|A0A1U8DIY6_ALLSI	TMhelix	TMhelix(12-34)
tr|A0A1W4UUQ8|A0A1W4UUQ8_DROFC	TMhelix	TMhelix(21-43)
tr|A0A2I3G4E9|A0A2I3G4E9_NOMLE	TMhelix	TMhelix(7-29)
tr|A0A2J6SB32|A0A2J6SB32_9HELO	TMhelix	TMhelix(7-24)
tr|A0A2K5C3A9|A0A2K5C3A9_AOTNA	TMhelix	TMhelix(7-26)
tr|A0A2K5HBD8|A0A2K5HBD8_COLAP	TMhelix	TMhelix(7-26)
tr|A0A2K5KKD8|A0A2K5KKD8_CERAT	TMhelix	TMhelix(7-26)
tr|A0A2K5PCW7|A0A2K5PCW7_CEBCA	TMhelix	TMhelix(7-26)
tr|A0A2K5XP38|A0A2K5XP38_MANLE	TMhelix	TMhelix(7-26)
tr|A0A2K6AS90|A0A2K6AS90_MACNE	TMhelix	TMhelix(7-26)
tr|A0A2K6QJU2|A0A2K6QJU2_RHIRO	TMhelix	TMhelix(7-26)
tr|A0A2K6SCA2|A0A2K6SCA2_SAIBB	TMhelix	TMhelix(7-26)
tr|A0A2R5GL98|A0A2R5GL98_9STRA	TMhelix	TMhelix(47-69)
tr|A0A2R8ZKG6|A0A2R8ZKG6_PANPA	TMhelix	TMhelix(7-26)
tr|B4KF97|B4KF97_DROMO	TMhelix	TMhelix(13-35)
tr|B4MXX0|B4MXX0_DROWI	TMhelix	TMhelix(11-33)
tr|B7GA95|B7GA95_PHATC	TMhelix	TMhelix(21-43)
tr|B7GCI0|B7GCI0_PHATC	TMhelix	TMhelix(19-41)
tr|B7GDH1|B7GDH1_PHATC	TMhelix	TMhelix(34-53)
tr|C3Z8L0|C3Z8L0_BRAFL	TMhelix	TMhelix(7-26)
tr|E2RMM2|E2RMM2_CANLF	TMhelix	TMhelix(7-26)
tr|F1RUC2|F1RUC2_PIG	TMhelix	TMhelix(7-26)
tr|F6TJI6|F6TJI6_MACMU	TMhelix	TMhelix(7-26)
tr|F6W6E5|F6W6E5_CALJA	TMhelix	TMhelix(7-26)
tr|G1PYY4|G1PYY4_MYOLU	TMhelix	TMhelix(7-26)
tr|G1RYD9|G1RYD9_NOMLE	TMhelix	TMhelix(7-26)
tr|G1SMI1|G1SMI1_RABIT	TMhelix	TMhelix(7-29)
tr|G3IEQ7|G3IEQ7_CRIGR	TMhelix	TMhelix(7-29)
tr|G3WF53|G3WF53_SARHA	TMhelix	TMhelix(7-29)
tr|G5BTM2|G5BTM2_HETGA	TMhelix	TMhelix(7-26)
tr|G5E5C9|G5E5C9_BOVIN	TMhelix	TMhelix(7-26)
tr|G7Q3M0|G7Q3M0_MACFA	TMhelix	TMhelix(7-26)
tr|H0WAR4|H0WAR4_CAVPO	TMhelix	TMhelix(7-26)
tr|H0WIP6|H0WIP6_OTOGA	TMhelix	TMhelix(7-26)
tr|H2PWN6|H2PWN6_PONAB	TMhelix	TMhelix(7-26)
tr|H2R4K4|H2R4K4_PANTR	TMhelix	TMhelix(7-26)
tr|H9GGT8|H9GGT8_ANOCA	TMhelix	TMhelix(7-26)
tr|I3MHF8|I3MHF8_ICTTR	TMhelix	TMhelix(7-29)
tr|K8YW58|K8YW58_NANGC	TMhelix	TMhelix(39-61)
tr|L5K789|L5K789_PTEAL	TMhelix	TMhelix(7-29)
tr|L8Y946|L8Y946_TUPCH	TMhelix	TMhelix(26-45)
tr|L9L1F6|L9L1F6_TUPCH	TMhelix	TMhelix(7-26)
tr|R0L1J6|R0L1J6_ANAPL	TMhelix	TMhelix(7-26)
tr|T1G3L7|T1G3L7_HELRO	TMhelix	TMhelix(214-236)
tr|T1I133|T1I133_RHOPR	TMhelix	TMhelix(7-25)
tr|U6NNJ3|U6NNJ3_HAECO	TMhelix	TMhelix(21-43)
tr|U6PZB4|U6PZB4_HAECO	TMhelix	TMhelix(21-43)
tr|W5PIS2|W5PIS2_SHEEP	TMhelix	TMhelix(7-26)
tr|W5Q0X8|W5Q0X8_SHEEP	TMhelix	TMhelix(7-26)
tr|W5UCV5|W5UCV5_ICTPU	TMhelix	TMhelix(7-29)
tr|W7T0U7|W7T0U7_9STRA	TMhelix	TMhelix(66-88)
tr|Q00SD2|Q00SD2_OSTTA	TIGR00375	TIGR00375(84-188)
tr|A0A177AR31|A0A177AR31_9METZ	Sulfotransfer_3|GT-A	Sulfotransfer_3(20-225)|Galactosyl_T(283-392)
tr|F0YD67|F0YD67_AURAN	SRPBCC|PHD_SF|Med15|WW	SRPBCC(62-204)|PHD_SF(437-489)|Med15(570-661)|WW(740-768)
tr|A0A1A9X486|A0A1A9X486_9MUSC	SRPBCC|GT-A	SRPBCC(29-116)|Galactosyl_T(111-271)
tr|F2U5R4|F2U5R4_SALR5	Smc|Lectin|GT-A	Smc(143-255)|RICIN(344-466)|Galactosyl_T(600-681)
tr|A9V7Y4|A9V7Y4_MONBE	sbcc|Lectin|Lectin|GT-A	sbcc(29-193)|Ricin_B_lectin(114-204)|RICIN(152-269)|Galactosyl_T(294-453)
tr|E0VTT2|E0VTT2_PEDHC	rSAM_HydG|GT-A	rSAM_HydG(162-227)|Galactosyl_T(229-435)
tr|A0A2K5EFN6|A0A2K5EFN6_AOTNA	PTZ00400|GT-A	PTZ00400(11-104)|Galactosyl_T(258-430)
tr|A0A1Z5JZB2|A0A1Z5JZB2_FISSO	PTZ00121	PTZ00121(449-756)
tr|A0A1E7FDB6|A0A1E7FDB6_9STRA	PRK13914|GT-A	PRK13914(259-386)|Galactosyl_T(439-582)
tr|W5LWF4|W5LWF4_LEPOC	PLN02905|GT-A	PLN02905(24-137)|Galactosyl_T(217-420)
tr|W6UFD4|W6UFD4_ECHGR	PHA03378|metallo-dependent_hydrolases|GT-A	PHA03378(690-847)|metallo-dependent_hydrolases(1081-1434)|Galactosyl_T(1585-1751)
tr|A0A1Q9ELL0|A0A1Q9ELL0_SYMMI	PHA03378|GT-A|PTZ00322|PHA03095|ANKYR|DHHC|TMhelix	PHA03378(27-206)|Galactosyl_T(353-465)|PTZ00322(703-810)|PHA03095(770-1068)|ANKYR(999-1162)|DHHC(1176-1253)|TMhelix(1219-1241)
tr|A0A1I8C359|A0A1I8C359_9BILA	PHA03098|Kelch_1|GT-A	PHA03098(4-224)|Kelch_1(100-141)|Galactosyl_T(327-493)
tr|B7G875|B7G875_PHATC	Oxidoreductase_nitrogenase	Oxidoreductase_nitrogenase(384-436)
tr|A9V877|A9V877_MONBE	Mis14|Lectin	Mis14(65-186)|Ricin_B_lectin(303-418)
tr|Q7JRF9|Q7JRF9_DROME	MIP-T3	MIP-T3(385-449)
tr|B4QFB8|B4QFB8_DROSI	Merozoite_SPAM	Merozoite_SPAM(373-446)
tr|A9V355|A9V355_MONBE	Lectin|GT-A	Ricin_B_lectin(88-199)|Galactosyl_T(251-378)
tr|A9V876|A9V876_MONBE	Lectin|GT-A	Ricin_B_lectin(246-363)|Galactosyl_T(413-586)
tr|F2UB58|F2UB58_SALR5	Lectin|GT-A	RICIN(193-302)|Galactosyl_T(352-528)
tr|A9VBV0|A9VBV0_MONBE	Lectin	RICIN(362-481)
tr|A0A1I7WVB8|A0A1I7WVB8_HETBA	LDH_1|GT-A	LDH_1(11-282)|Galactosyl_T(328-398)
tr|A0A0V0SLA8|A0A0V0SLA8_9BILA	Isy1|TMhelix|TMhelix|TMhelix|Interacting_Protein|TMhelix|GT-A|GT-A	Isy1(27-298)|TMhelix(315-337)|TMhelix(368-387)|TMhelix(394-416)|Rab5ip(368-444)|TMhelix(436-458)|Galactosyl_T(528-599)|Galactosyl_T(669-881)
tr|A0A0V0WYV3|A0A0V0WYV3_9BILA	Isy1|TMhelix|TMhelix|TMhelix|Interacting_Protein|GT-A|GT-A	Isy1(19-290)|TMhelix(306-328)|TMhelix(355-374)|TMhelix(381-400)|Rab5ip(355-427)|Galactosyl_T(460-571)|Galactosyl_T(641-853)
tr|A0A0V1LW17|A0A0V1LW17_9BILA	Isy1|TMhelix|TMhelix|TMhelix|Interacting_Protein|GT-A|GT-A	Isy1(1-272)|TMhelix(288-310)|TMhelix(337-356)|TMhelix(363-382)|Rab5ip(337-409)|Galactosyl_T(442-553)|Galactosyl_T(623-835)
tr|E5SEH0|E5SEH0_TRISP	Isy1|TMhelix|TMhelix|TMhelix|Interacting_Protein|GT-A|GT-A	Isy1(30-301)|TMhelix(317-339)|TMhelix(366-385)|TMhelix(392-411)|Rab5ip(366-438)|Galactosyl_T(517-582)|Galactosyl_T(652-864)
tr|A0A0V0YC55|A0A0V0YC55_TRIPS	Isy1|TMhelix|TMhelix|TMhelix|Interacting_Protein|GT-A	Isy1(1-268)|TMhelix(284-306)|TMhelix(333-352)|TMhelix(359-378)|Rab5ip(333-405)|Galactosyl_T(619-844)
tr|A0A0V1DKQ6|A0A0V1DKQ6_TRIBR	Isy1|TMhelix|TMhelix|Interacting_Protein|TMhelix|TMhelix|GT-A|GT-A	Isy1(46-317)|TMhelix(333-355)|TMhelix(382-401)|Rab5ip(382-452)|TMhelix(408-430)|TMhelix(450-472)|Galactosyl_T(494-605)|Galactosyl_T(675-887)
tr|A0A0V1PP82|A0A0V1PP82_9BILA	Isy1|TMhelix|Interacting_Protein|TMhelix|GT-A|GT-A	Isy1(34-305)|TMhelix(321-343)|Rab5ip(370-446)|TMhelix(446-468)|Galactosyl_T(490-601)|Galactosyl_T(671-883)
tr|B4HRK8|B4HRK8_DROSE	HSP90	HSP90(400-444)
tr|A9USU7|A9USU7_MONBE	GT|GT-A	PLN03193(25-155)|Galactosyl_T(107-138)
tr|W4YKI9|W4YKI9_STRPU	GT-A|Unknown	Galactosyl_T(83-182)|DUF5401(276-374)
tr|T1JKN0|T1JKN0_STRMM	GT-A|Tryp_SPc|Tryp_SPc	Galactosyl_T(23-183)|Tryp_SPc(297-528)|Tryp_SPc(595-780)
tr|A0A2P5QMV5|A0A2P5QMV5_GOSBA	GT-A|TMhelix|TMhelix|GT-A	DUF604(160-404)|TMhelix(421-443)|TMhelix(450-472)|DUF604(648-883)
tr|A0A1W0WR82|A0A1W0WR82_HYPDU	GT-A|TMhelix|GT-A	Galactosyl_T(103-217)|TMhelix(317-339)|Galactosyl_T(395-527)
tr|A0A1I7X7J0|A0A1I7X7J0_HETBA	GT-A|TMhelix	Galactosyl_T(72-206)|TMhelix(244-266)
tr|A0A2G8JUD0|A0A2G8JUD0_STIJA	GT-A|TMhelix	Galactosyl_T(8-169)|TMhelix(212-234)
tr|A0A182PB35|A0A182PB35_9DIPT	GT-A|TMEM108	Fringe(240-456)|TMEM108(550-599)
tr|A0A1I8C5X9|A0A1I8C5X9_9BILA	GT-A|ShKT	Galactosyl_T(18-164)|ShKT(289-320)
tr|A0A166AAA5|A0A166AAA5_DAUCA	GT-A|Phytocyanin|PLN02217	DUF604(123-372)|Phytocyanin(419-514)|PLN02217(518-608)
tr|A0A182IPQ1|A0A182IPQ1_9DIPT	GT-A|PHA03247	Galactosyl_T(214-422)|PHA03247(537-611)
tr|A0A1W0WUJ4|A0A1W0WUJ4_HYPDU	GT-A|Periplasmic_Binding_Protein_Type_1|TMhelix	Galactosyl_T(134-208)|Periplasmic_Binding_Protein_Type_1(352-724)|TMhelix(773-795)
tr|A0A1Y1V0B9|A0A1Y1V0B9_9FUNG	GT-A|PAN_APPLE	Galactosyl_T(184-288)|PAN_APPLE(402-455)
tr|A0A1F8A607|A0A1F8A607_9EURO	GT-A|PAN_1	Galactosyl_T(184-271)|PAN_1(366-401)
tr|A0A1L9WRW0|A0A1L9WRW0_ASPAC	GT-A|PAN_1	Galactosyl_T(202-274)|PAN_1(394-430)
tr|A0A139TR00|A0A139TR00_9BACT	GT-A|GT|GT-A	Gb3_synth(174-262)|PLN03133(272-374)|Galactosyl_T(356-455)
tr|A0A1J4MFN4|A0A1J4MFN4_9CRYT	GT-A|GT-B	Galactosyl_T(72-292)|Glycosyltransferase_GTB-type(476-810)
tr|Q5CXE1|Q5CXE1_CRYPI	GT-A|GT-B	Galactosyl_T(76-296)|Glycosyltransferase_GTB-type(490-810)
tr|A0A139TQ66|A0A139TQ66_9BACT	GT-A|GT-A|GT-A|MT	OCH1(23-134)|Gb3_synth(178-268)|Galactosyl_T(295-381)|AdoMet_MTases(581-657)
tr|A0A2G3DDR6|A0A2G3DDR6_CAPCH	GT-A|GT-A|GT-A	Galactosyl_T(18-84)|Galactosyl_T(149-279)|DUF604(215-454)
tr|A0A0E0H509|A0A0E0H509_ORYNI	GT-A|GT-A	Galactosyl_T(92-294)|DUF604(229-491)
tr|A0A0V0UEK9|A0A0V0UEK9_9BILA	GT-A|GT-A	Galactosyl_T(88-159)|Galactosyl_T(229-441)
tr|A0A0V1A6C1|A0A0V1A6C1_9BILA	GT-A|GT-A	Galactosyl_T(73-138)|Galactosyl_T(208-420)
tr|A0A164XRN4|A0A164XRN4_9CRUS	GT-A|GT-A	Galactosyl_T(77-241)|Galactosyl_T(435-519)
tr|A0A1G7E6W0|A0A1G7E6W0_9RHOB	GT-A|GT-A	Galactosyl_T(845-983)|Glyco_tranf_2_4(1126-1223)
tr|A0A1H3CS97|A0A1H3CS97_9RHOB	GT-A|GT-A	Galactosyl_T(1143-1283)|Glyco_tranf_2_4(1434-1531)
tr|A0A1I8C6A7|A0A1I8C6A7_9BILA	GT-A|GT-A	Galactosyl_T(61-221)|Galactosyl_T(288-462)
tr|A0A1I8HLR7|A0A1I8HLR7_9PLAT	GT-A|GT-A	Galactosyl_T(180-329)|Galactosyl_T(487-618)
tr|A0A1J7H8S0|A0A1J7H8S0_LUPAN	GT-A|GT-A	Galactosyl_T(22-239)|DUF604(387-637)
tr|A0A1R3GQ44|A0A1R3GQ44_COCAP	GT-A|GT-A	DUF604(180-426)|DUF604(635-867)
tr|A0A1S3HB60|A0A1S3HB60_LINUN	GT-A|GT-A	Galactosyl_T(105-179)|Galactosyl_T(251-428)
tr|A0A1S3HB91|A0A1S3HB91_LINUN	GT-A|GT-A	Galactosyl_T(105-179)|Galactosyl_T(251-452)
tr|A0A1S3ISF9|A0A1S3ISF9_LINUN	GT-A|GT-A	Galactosyl_T(16-169)|Galactosyl_T(185-333)
tr|A0A1U8ACS2|A0A1U8ACS2_NELNU	GT-A|GT-A	Galactosyl_T(130-327)|DUF604(262-515)
tr|A0A1W4XHZ2|A0A1W4XHZ2_AGRPL	GT-A|GT-A	Galactosyl_T(50-169)|Galactosyl_T(191-396)
tr|A0A2B4SVK3|A0A2B4SVK3_STYPI	GT-A|GT-A	Galactosyl_T(53-201)|Galactosyl_T(267-470)
tr|A0A2D0SMJ5|A0A2D0SMJ5_ICTPU	GT-A|GT-A	Galactosyl_T(119-193)|Galactosyl_T(263-467)
tr|A0A2G8JRQ0|A0A2G8JRQ0_STIJA	GT-A|GT-A	Galactosyl_T(80-165)|Galactosyl_T(246-444)
tr|A0A2P4HKP6|A0A2P4HKP6_QUESU	GT-A|GT-A	Galactosyl_T(52-247)|DUF604(182-434)
tr|A0A2R8QRB6|A0A2R8QRB6_DANRE	GT-A|GT-A	Galactosyl_T(94-166)|Galactosyl_T(237-438)
tr|A0A2R8RT62|A0A2R8RT62_DANRE	GT-A|GT-A	Galactosyl_T(94-166)|Galactosyl_T(237-438)
tr|A2XWQ3|A2XWQ3_ORYSI	GT-A|GT-A	Galactosyl_T(92-294)|DUF604(229-491)
tr|B2UR83|B2UR83_AKKM8	GT-A|GT-A	Gb3_synth(174-241)|Galactosyl_T(290-438)
tr|D5STC3|D5STC3_PLAL2	GT-A|GT-A	Glyco_tranf_GTA_type(6-131)|Galactosyl_T(426-543)
tr|E9HCX1|E9HCX1_DAPPU	GT-A|GT-A	Galactosyl_T(27-137)|Galactosyl_T(159-369)
tr|F1R2G8|F1R2G8_DANRE	GT-A|GT-A	Galactosyl_T(121-193)|Galactosyl_T(264-465)
tr|F6GTW3|F6GTW3_VITVI	GT-A|GT-A	Galactosyl_T(42-239)|DUF604(174-427)
tr|H2LE97|H2LE97_ORYLA	GT-A|GT-A	Galactosyl_T(122-236)|Galactosyl_T(259-478)
tr|H3CX19|H3CX19_TETNG	GT-A|GT-A	Galactosyl_T(70-156)|Galactosyl_T(211-411)
tr|I3K4D0|I3K4D0_ORENI	GT-A|GT-A	Galactosyl_T(115-229)|Galactosyl_T(252-455)
tr|M4A1U9|M4A1U9_XIPMA	GT-A|GT-A	Galactosyl_T(99-213)|Galactosyl_T(236-439)
tr|A0A0P1FAU6|A0A0P1FAU6_9RHOB	GT-A|Gal-bind_lectin|GT-A|GT-A	Glycos_transf_2(12-181)|Gal-bind_lectin(684-783)|Galactosyl_T(1448-1525)|Glyco_tranf_2_4(1729-1813)
sp|Q08BL3|C1GTA_DANRE	GT-A	Galactosyl_T(169-292)
sp|Q18515|C1GLT_CAEEL	GT-A	Galactosyl_T(106-274)
sp|Q6Y288|B3GLT_HUMAN	GT-A	Galactosyl_T(264-467)
sp|Q7SYI5|C1GTB_DANRE	GT-A	Galactosyl_T(107-274)
sp|Q8BHT6|B3GLT_MOUSE	GT-A	Galactosyl_T(255-457)
sp|Q9NS00|C1GLT_HUMAN	GT-A	Galactosyl_T(107-248)
tr|A0A016WKL2|A0A016WKL2_9BILA	GT-A	Galactosyl_T(40-160)
tr|A0A016WRB4|A0A016WRB4_9BILA	GT-A	Galactosyl_T(11-200)
tr|A0A024TFP6|A0A024TFP6_9STRA	GT-A	Galactosyl_T(78-296)
tr|A0A024TJS4|A0A024TJS4_9STRA	GT-A	Galactosyl_T(62-155)
tr|A0A024TV16|A0A024TV16_9STRA	GT-A	Galactosyl_T(48-242)
tr|A0A044TZ03|A0A044TZ03_ONCVO	GT-A	Galactosyl_T(223-429)
tr|A0A061E4C8|A0A061E4C8_THECC	GT-A	DUF604(206-458)
tr|A0A067RKN1|A0A067RKN1_ZOONE	GT-A	Galactosyl_T(1-203)
tr|A0A068F9P7|A0A068F9P7_DANRE	GT-A	Galactosyl_T(265-468)
tr|A0A087ZVT2|A0A087ZVT2_APIME	GT-A	Galactosyl_T(230-436)
tr|A0A0G2JUT7|A0A0G2JUT7_RAT	GT-A	Galactosyl_T(251-453)
tr|A0A0I9N8L7|A0A0I9N8L7_BRUMA	GT-A	Galactosyl_T(232-438)
tr|A0A0L0G3E0|A0A0L0G3E0_9EUKA	GT-A	Galactosyl_T(322-526)
tr|A0A0M3QTE5|A0A0M3QTE5_DROBS	GT-A	Galactosyl_T(5-171)
tr|A0A0M3QU46|A0A0M3QU46_DROBS	GT-A	Galactosyl_T(6-166)
tr|A0A0M4ED71|A0A0M4ED71_DROBS	GT-A	Galactosyl_T(66-220)
tr|A0A0M4EN72|A0A0M4EN72_DROBS	GT-A	Galactosyl_T(69-196)
tr|A0A0M4F1E3|A0A0M4F1E3_DROBS	GT-A	Galactosyl_T(141-172)
tr|A0A0N7L656|A0A0N7L656_9STRA	GT-A	Galactosyl_T(60-254)
tr|A0A0P1A9U4|A0A0P1A9U4_9STRA	GT-A	Galactosyl_T(80-278)
tr|A0A0P1AX21|A0A0P1AX21_9STRA	GT-A	Galactosyl_T(75-262)
tr|A0A0P4X2F2|A0A0P4X2F2_9CRUS	GT-A	Galactosyl_T(102-229)
tr|A0A0P5YNN4|A0A0P5YNN4_9CRUS	GT-A	Galactosyl_T(75-210)
tr|A0A0Q9WRA1|A0A0Q9WRA1_DROWI	GT-A	Galactosyl_T(24-147)
tr|A0A0Q9X174|A0A0Q9X174_DROWI	GT-A	Galactosyl_T(60-220)
tr|A0A0Q9X1Z4|A0A0Q9X1Z4_DROWI	GT-A	Galactosyl_T(69-230)
tr|A0A0Q9XDM3|A0A0Q9XDM3_DROMO	GT-A	Galactosyl_T(41-201)
tr|A0A0R3NQB0|A0A0R3NQB0_DROPS	GT-A	Fringe(293-499)
tr|A0A0V0TFN1|A0A0V0TFN1_9BILA	GT-A	Galactosyl_T(102-263)
tr|A0A0V0VRF7|A0A0V0VRF7_9BILA	GT-A	Galactosyl_T(264-425)
tr|A0A0V0X6P4|A0A0V0X6P4_9BILA	GT-A	Galactosyl_T(288-449)
tr|A0A0V0ZRS5|A0A0V0ZRS5_9BILA	GT-A	Galactosyl_T(288-449)
tr|A0A0V1MNB2|A0A0V1MNB2_9BILA	GT-A	Galactosyl_T(101-329)
tr|A0A0V1MSM8|A0A0V1MSM8_9BILA	GT-A	Galactosyl_T(198-359)
tr|A0A0V1P7J6|A0A0V1P7J6_9BILA	GT-A	Galactosyl_T(102-263)
tr|A0A132AKK4|A0A132AKK4_SARSC	GT-A	Galactosyl_T(98-261)
tr|A0A151JLY7|A0A151JLY7_9HYME	GT-A	Galactosyl_T(229-436)
tr|A0A151XE80|A0A151XE80_9HYME	GT-A	Galactosyl_T(329-536)
tr|A0A154PQS2|A0A154PQS2_9HYME	GT-A	Galactosyl_T(236-436)
tr|A0A158NV38|A0A158NV38_ATTCE	GT-A	Galactosyl_T(229-436)
tr|A0A162D5C7|A0A162D5C7_9CRUS	GT-A	Galactosyl_T(122-268)
tr|A0A164M6X9|A0A164M6X9_9CRUS	GT-A	Galactosyl_T(225-446)
tr|A0A164PU84|A0A164PU84_9CRUS	GT-A	Galactosyl_T(131-246)
tr|A0A164QDN2|A0A164QDN2_9CRUS	GT-A	Galactosyl_T(72-199)
tr|A0A164SGM0|A0A164SGM0_9CRUS	GT-A	Galactosyl_T(50-207)
tr|A0A164W8R5|A0A164W8R5_DAUCA	GT-A	DUF604(148-408)
tr|A0A166ASM8|A0A166ASM8_DAUCA	GT-A	DUF604(139-392)
tr|A0A182EMS3|A0A182EMS3_ONCOC	GT-A	Galactosyl_T(21-147)
tr|A0A182F215|A0A182F215_ANOAL	GT-A	Galactosyl_T(233-441)
tr|A0A182G6P5|A0A182G6P5_AEDAL	GT-A	Galactosyl_T(90-240)
tr|A0A182HQ06|A0A182HQ06_ANOAR	GT-A	Galactosyl_T(70-201)
tr|A0A182IDZ4|A0A182IDZ4_ANOAR	GT-A	Fringe(243-458)
tr|A0A182J6M8|A0A182J6M8_9DIPT	GT-A	Galactosyl_T(71-232)
tr|A0A182JNX8|A0A182JNX8_9DIPT	GT-A	Galactosyl_T(69-200)
tr|A0A182JVD8|A0A182JVD8_9DIPT	GT-A	Fringe(241-455)
tr|A0A182JVJ1|A0A182JVJ1_9DIPT	GT-A	Galactosyl_T(79-238)
tr|A0A182KSR6|A0A182KSR6_9DIPT	GT-A	Galactosyl_T(2-161)
tr|A0A182LZW3|A0A182LZW3_9DIPT	GT-A	Galactosyl_T(72-203)
tr|A0A182M6J7|A0A182M6J7_9DIPT	GT-A	Fringe(248-462)
tr|A0A182MYH9|A0A182MYH9_9DIPT	GT-A	Galactosyl_T(72-203)
tr|A0A182NLJ7|A0A182NLJ7_9DIPT	GT-A	Galactosyl_T(277-485)
