tr|A0A1X7NV23|A0A1X7NV23_AZOLI	TPR_11|GT-A	TPR_11(25-57)|Glyco_transf_17(312-418)
tr|N4V3E6|N4V3E6_COLOR	TMhelix|GT-A	TMhelix(12-30)|Glyco_transf_17(88-349)
tr|Q179Q9|Q179Q9_AEDAE	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_17(235-379)
tr|Q2QMA5|Q2QMA5_ORYSJ	TMhelix|GT-A	TMhelix(20-39)|Glyco_transf_17(14-363)
tr|Q559V4|Q559V4_DICDI	TMhelix|GT-A	TMhelix(7-29)|Glyco_transf_17(180-318)
tr|Q559V6|Q559V6_DICDI	TMhelix|GT-A	TMhelix(5-24)|Glyco_transf_17(137-275)
tr|Q6ZI62|Q6ZI62_ORYSJ	TMhelix|GT-A	TMhelix(43-65)|Glyco_transf_17(42-389)
tr|Q75JV7|Q75JV7_DICDI	TMhelix|GT-A	TMhelix(7-24)|Glyco_transf_17(133-271)
tr|Q75JV8|Q75JV8_DICDI	TMhelix|GT-A	TMhelix(7-29)|Glyco_transf_17(182-320)
tr|Q7SF00|Q7SF00_NEUCR	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_17(53-288)
tr|Q7XK38|Q7XK38_ORYSJ	TMhelix|GT-A	TMhelix(40-62)|Glyco_transf_17(39-386)
tr|Q9C9V4|Q9C9V4_ARATH	TMhelix|GT-A	TMhelix(44-66)|Glyco_transf_17(40-388)
tr|Q9LT58|Q9LT58_ARATH	TMhelix|GT-A	TMhelix(41-63)|Glyco_transf_17(37-384)
tr|Q9LY81|Q9LY81_ARATH	TMhelix|GT-A	TMhelix(44-63)|Glyco_transf_17(38-385)
tr|Q9SKF0|Q9SKF0_ARATH	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_17(8-360)
tr|Q9SS93|Q9SS93_ARATH	TMhelix|GT-A	TMhelix(44-63)|Glyco_transf_17(38-386)
tr|R9P7K6|R9P7K6_PSEHS	TMhelix|GT-A	TMhelix(12-29)|Glyco_transf_17(12-364)
tr|S0E838|S0E838_GIBF5	TMhelix|GT-A	TMhelix(5-23)|Glyco_transf_17(61-326)
tr|S3BU26|S3BU26_OPHP1	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_17(52-388)
tr|S3CKP8|S3CKP8_GLAL2	TMhelix|GT-A	TMhelix(20-37)|Glyco_transf_17(82-378)
tr|S8C617|S8C617_9LAMI	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_17(12-355)
tr|S8D4C9|S8D4C9_9LAMI	TMhelix|GT-A	TMhelix(21-43)|Glyco_transf_17(17-364)
tr|S8EGR1|S8EGR1_9LAMI	TMhelix|GT-A	TMhelix(56-78)|Glyco_transf_17(52-399)
tr|S8EIS0|S8EIS0_9LAMI	TMhelix|GT-A	TMhelix(30-52)|Glyco_transf_17(54-378)
tr|T0LUC4|T0LUC4_COLGC	TMhelix|GT-A	TMhelix(12-30)|Glyco_transf_17(89-351)
tr|T1LDF6|T1LDF6_TRIUA	TMhelix|GT-A	TMhelix(29-51)|Glyco_transf_17(28-377)
tr|U5GX90|U5GX90_POPTR	TMhelix|GT-A	TMhelix(44-63)|Glyco_transf_17(38-385)
tr|U5H2X2|U5H2X2_USTV1	TMhelix|GT-A	TMhelix(7-26)|Glyco_transf_17(14-382)
tr|V2XLC7|V2XLC7_MONRO	TMhelix|GT-A	TMhelix(7-29)|Glyco_transf_17(6-361)
tr|V7BY33|V7BY33_PHAVU	TMhelix|GT-A	TMhelix(42-64)|Glyco_transf_17(38-385)
tr|V7CCL9|V7CCL9_PHAVU	TMhelix|GT-A	TMhelix(21-43)|Glyco_transf_17(39-368)
tr|V7CNC7|V7CNC7_PHAVU	TMhelix|GT-A	TMhelix(44-66)|Glyco_transf_17(43-390)
tr|V7CZV0|V7CZV0_PHAVU	TMhelix|GT-A	TMhelix(33-55)|Glyco_transf_17(32-379)
tr|W1NVG2|W1NVG2_AMBTC	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_17(32-356)
tr|W1Q027|W1Q027_AMBTC	TMhelix|GT-A	TMhelix(45-62)|Glyco_transf_17(39-386)
tr|W5GLG7|W5GLG7_WHEAT	TMhelix|GT-A	TMhelix(47-66)|Glyco_transf_17(41-388)
tr|W5J646|W5J646_ANODA	TMhelix|GT-A	TMhelix(13-35)|Glyco_transf_17(305-541)
tr|W7TAX4|W7TAX4_9STRA	TMhelix|GT-A	TMhelix(20-37)|Glyco_transf_17(160-298)
tr|W9CE64|W9CE64_9HELO	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_17(48-342)
tr|W9CG06|W9CG06_9HELO	TMhelix|GT-A	TMhelix(19-38)|Glyco_transf_17(71-378)
tr|A0A0M4E5Q3|A0A0M4E5Q3_DROBS	TMhelix	TMhelix(26-48)
tr|A0A1W4VW91|A0A1W4VW91_DROFC	TMhelix	TMhelix(27-49)
tr|B3MNG1|B3MNG1_DROAN	TMhelix	TMhelix(12-31)
tr|B4H8U2|B4H8U2_DROPE	TMhelix	TMhelix(30-52)
tr|B4IEG1|B4IEG1_DROSE	TMhelix	TMhelix(27-49)
tr|B4JA55|B4JA55_DROGR	TMhelix	TMhelix(21-43)
tr|B4LT08|B4LT08_DROVI	TMhelix	TMhelix(24-43)
tr|B4MU28|B4MU28_DROWI	TMhelix	TMhelix(24-46)
tr|B4Q4C6|B4Q4C6_DROSI	TMhelix	TMhelix(27-49)
tr|E0W3S5|E0W3S5_PEDHC	TMhelix	TMhelix(15-37)
tr|Q29L47|Q29L47_DROPS	TMhelix	TMhelix(30-52)
tr|I3M8F8|I3M8F8_ICTTR	PTZ00449|GT-A	PTZ00449(55-179)|Glyco_transf_17(204-501)
tr|A0A162K9C1|A0A162K9C1_CORDF	PRK03427|PHA03247|GT-A	PRK03427(199-309)|PHA03247(439-601)|Glyco_transf_17(672-934)
tr|A0A1U7TZ33|A0A1U7TZ33_TARSY	PP2C|TMhelix|GT-A	PP2C(69-334)|TMhelix(444-462)|Glyco_transf_17(637-934)
tr|A0A1V4J9D1|A0A1V4J9D1_PATFA	PP2Cc|TMhelix|GT-A	PP2Cc(69-334)|TMhelix(506-524)|Glyco_transf_17(692-989)
tr|A0A1F5S4V2|A0A1F5S4V2_9BACT	GT|MT|GT-A	O-FucT_like(1-246)|Methyltransf_21(401-536)|Glyco_transf_17(694-840)
tr|A0A1W9MLY5|A0A1W9MLY5_9EURY	GT|GT-A	Fut1_Fut2_like(11-263)|Glyco_transf_17(392-668)
tr|G8AS34|G8AS34_AZOBR	GT-B|GT-A|YfgC|TadD|TPR_17	GT4_PimA-like(75-347)|Glyco_transf_17(480-679)|YfgC(688-938)|TadD(815-942)|TPR_17(935-963)
tr|A0A1X7QCA3|A0A1X7QCA3_AZOLI	GT-B|GT-A|PEP_TPR_lipo|GT-B	GT4_PimA-like(4-368)|Glyco_transf_17(478-679)|PEP_TPR_lipo(761-987)|Glycosyltransferase_GTB-type(1167-1224)
tr|A0A1F6RC67|A0A1F6RC67_9BACT	GT-B|GT-A	GT4_PimA-like(8-362)|Glyco_transf_17(412-501)
tr|A0A255YQI6|A0A255YQI6_9PROT	GT-B|GT-A	GT4_PimA-like(136-434)|Glyco_transf_17(829-1030)
tr|A0A1P8JRY9|A0A1P8JRY9_9BURK	GT-A|MT|GT-B|GT-A	Glyco_transf_17(3-263)|AdoMet_MTases(283-388)|Glycosyltransferase_GTB-type(717-1069)|GT_2_like_c(1087-1296)
tr|A0A239CUQ1|A0A239CUQ1_9BURK	GT-A|MT|GT-B|GT-A	Glyco_transf_17(2-261)|AdoMet_MTases(291-375)|Glycosyltransferase_GTB-type(693-1053)|GT_2_like_c(1063-1272)
tr|A0A177PM37|A0A177PM37_9RHIZ	GT-A|MT	Glyco_transf_17(2-125)|AdoMet_MTases(343-445)
tr|A0A1G0RIV8|A0A1G0RIV8_9BACT	GT-A|MT	Glyco_transf_17(2-241)|AdoMet_MTases(315-426)
tr|A0A1I5RSI7|A0A1I5RSI7_9BURK	GT-A|MT	Glyco_transf_17(303-557)|Methyltransf_25(631-727)
tr|A0A0Q4XS90|A0A0Q4XS90_9RHIZ	GT-A|GT-A	Glyco_transf_17(2-206)|GT2(321-502)
tr|A0A1Y2CQ11|A0A1Y2CQ11_9FUNG	GT-A|GT-A	Glyco_transf_17(68-293)|Glyco_transf_17(380-639)
tr|A0A1Y3NWM5|A0A1Y3NWM5_PIRSE	GT-A|GT-A	Glyco_transf_17(311-369)|Glyco_transf_17(869-909)
tr|C7JCC4|C7JCC4_ACEP3	GT-A|F5_F8_type_C	Glyco_transf_17(2-115)|F5_F8_type_C(345-473)
tr|F3S8G6|F3S8G6_9PROT	GT-A|F5_F8_type_C	Glyco_transf_17(2-116)|F5_F8_type_C(340-482)
tr|L1JNG4|L1JNG4_GUITH	GT-A|BiPBP_C|Unknown	Glyco_transf_17(70-312)|BiPBP_C(331-408)|DUF563(1212-1304)
tr|A0A1F6RBT2|A0A1F6RBT2_9BACT	GT-A|3a0801s09	Glyco_transf_17(2-252)|3a0801s09(276-363)
tr|A0A286UPF7|A0A286UPF7_9HOMO	GT-A|2OG-FeII_Oxy	Glyco_transf_17(19-370)|2OG-FeII_Oxy(594-710)
sp|Q02527|MGAT3_RAT	GT-A	Glyco_transf_17(205-502)
sp|Q09327|MGAT3_HUMAN	GT-A	Glyco_transf_17(201-498)
sp|Q10470|MGAT3_MOUSE	GT-A	Glyco_transf_17(205-502)
tr|A0A010RXY1|A0A010RXY1_9PEZI	GT-A	Glyco_transf_17(86-349)
tr|A0A023D845|A0A023D845_ACIMT	GT-A	Glyco_transf_17(3-211)
tr|A0A061GP08|A0A061GP08_THECC	GT-A	Glyco_transf_17(11-360)
tr|A0A081P2K7|A0A081P2K7_9BACL	GT-A	Glyco_transf_17(9-134)
tr|A0A089HW61|A0A089HW61_PAEDU	GT-A	Glyco_transf_17(9-134)
tr|A0A0D1DNS5|A0A0D1DNS5_USTMA	GT-A	Glyco_transf_17(1-195)
tr|A0A0D2XZ40|A0A0D2XZ40_FUSO4	GT-A	Glyco_transf_17(60-363)
tr|A0A0D3VB95|A0A0D3VB95_9BACL	GT-A	Glyco_transf_17(9-134)
tr|A0A0E0K1W6|A0A0E0K1W6_ORYPU	GT-A	Glyco_transf_17(22-241)
tr|A0A0E0K1W7|A0A0E0K1W7_ORYPU	GT-A	Glyco_transf_17(1-279)
tr|A0A0G0CA35|A0A0G0CA35_9BACT	GT-A	Glyco_transf_17(2-271)
tr|A0A0G0D0Q6|A0A0G0D0Q6_9BACT	GT-A	Glyco_transf_17(2-117)
tr|A0A0G1U209|A0A0G1U209_9BACT	GT-A	Glyco_transf_17(23-117)
tr|A0A0G2KRY8|A0A0G2KRY8_DANRE	GT-A	Glyco_transf_17(279-588)
tr|A0A0H3KGV1|A0A0H3KGV1_BURM1	GT-A	Glyco_transf_17(2-116)
tr|A0A0K8JA24|A0A0K8JA24_9FIRM	GT-A	Glyco_transf_17(2-125)
tr|A0A0M6XZR2|A0A0M6XZR2_9RHOB	GT-A	Glyco_transf_17(2-126)
tr|A0A0M6ZT07|A0A0M6ZT07_9RHOB	GT-A	Glyco_transf_17(4-125)
tr|A0A0M9DTB3|A0A0M9DTB3_9BACT	GT-A	Glyco_transf_17(2-255)
tr|A0A0P1BCQ9|A0A0P1BCQ9_9BASI	GT-A	Glyco_transf_17(16-367)
tr|A0A0U1L571|A0A0U1L571_9FIRM	GT-A	Glyco_transf_17(24-118)
tr|A0A0U5L1T0|A0A0U5L1T0_9GAMM	GT-A	Glyco_transf_17(2-269)
tr|A0A0W0EUE9|A0A0W0EUE9_9AGAR	GT-A	Glyco_transf_17(35-366)
tr|A0A103YHH4|A0A103YHH4_CYNCS	GT-A	Glyco_transf_17(5-350)
tr|A0A108CPM3|A0A108CPM3_9BURK	GT-A	Glyco_transf_17(4-251)
tr|A0A109FL63|A0A109FL63_9BASI	GT-A	Glyco_transf_17(3-348)
tr|A0A132B7Y6|A0A132B7Y6_9HELO	GT-A	Glyco_transf_17(52-363)
tr|A0A135SQF5|A0A135SQF5_9PEZI	GT-A	Glyco_transf_17(270-533)
tr|A0A139ADU8|A0A139ADU8_GONPR	GT-A	Glyco_transf_17(21-350)
tr|A0A139I4G3|A0A139I4G3_9PEZI	GT-A	Glyco_transf_17(9-311)
tr|A0A150VJH9|A0A150VJH9_9PEZI	GT-A	Glyco_transf_17(60-357)
tr|A0A150WJT2|A0A150WJT2_BDEBC	GT-A	Glyco_transf_17(2-244)
tr|A0A151GVT9|A0A151GVT9_9HYPO	GT-A	Glyco_transf_17(63-349)
tr|A0A151SLR0|A0A151SLR0_CAJCA	GT-A	Glyco_transf_17(25-360)
tr|A0A161W595|A0A161W595_9PEZI	GT-A	Glyco_transf_17(79-341)
tr|A0A161XXH1|A0A161XXH1_9PEZI	GT-A	Glyco_transf_17(90-364)
tr|A0A162LJF2|A0A162LJF2_9HYPO	GT-A	Glyco_transf_17(87-361)
tr|A0A162RM69|A0A162RM69_MUCCL	GT-A	Glyco_transf_17(2-343)
tr|A0A163K1F6|A0A163K1F6_ABSGL	GT-A	Glyco_transf_17(6-365)
tr|A0A164VV62|A0A164VV62_DAUCA	GT-A	Glyco_transf_17(23-332)
tr|A0A164WGJ1|A0A164WGJ1_DAUCA	GT-A	Glyco_transf_17(1-294)
tr|A0A165IPD2|A0A165IPD2_EXIGL	GT-A	Glyco_transf_17(10-357)
tr|A0A165SM14|A0A165SM14_9HOMO	GT-A	Glyco_transf_17(9-334)
tr|A0A165UNQ8|A0A165UNQ8_9RHOB	GT-A	Glyco_transf_17(3-116)
tr|A0A166LYN6|A0A166LYN6_9PEZI	GT-A	Glyco_transf_17(87-362)
tr|A0A167M4B4|A0A167M4B4_9PEZI	GT-A	Glyco_transf_17(60-355)
tr|A0A167MY57|A0A167MY57_PHYB8	GT-A	Glyco_transf_17(10-336)
tr|A0A167R1V7|A0A167R1V7_9HYPO	GT-A	Glyco_transf_17(13-361)
tr|A0A167VGV5|A0A167VGV5_9PEZI	GT-A	Glyco_transf_17(59-385)
tr|A0A167ZL96|A0A167ZL96_9HYPO	GT-A	Glyco_transf_17(68-345)
tr|A0A175WE28|A0A175WE28_9PEZI	GT-A	Glyco_transf_17(7-285)
tr|A0A179FJV3|A0A179FJV3_METCM	GT-A	Glyco_transf_17(4-325)
tr|A0A179HL60|A0A179HL60_9HYPO	GT-A	Glyco_transf_17(61-331)
tr|A0A179HXN8|A0A179HXN8_9HYPO	GT-A	Glyco_transf_17(64-341)
tr|A0A179USM5|A0A179USM5_BLAGS	GT-A	Glyco_transf_17(70-334)
tr|A0A182IN85|A0A182IN85_9DIPT	GT-A	Glyco_transf_17(290-552)
tr|A0A182MP48|A0A182MP48_9DIPT	GT-A	Glyco_transf_17(278-528)
tr|A0A182NUE9|A0A182NUE9_9DIPT	GT-A	Glyco_transf_17(271-509)
tr|A0A182PPJ8|A0A182PPJ8_9DIPT	GT-A	Glyco_transf_17(347-497)
tr|A0A182QLJ3|A0A182QLJ3_9DIPT	GT-A	Glyco_transf_17(176-418)
tr|A0A182RCU5|A0A182RCU5_ANOFN	GT-A	Glyco_transf_17(281-532)
tr|A0A182TP36|A0A182TP36_9DIPT	GT-A	Glyco_transf_17(144-380)
tr|A0A182Y093|A0A182Y093_ANOST	GT-A	Glyco_transf_17(301-450)
tr|A0A194ULY8|A0A194ULY8_9PEZI	GT-A	Glyco_transf_17(116-444)
tr|A0A194W4Q4|A0A194W4Q4_9PEZI	GT-A	Glyco_transf_17(115-444)
tr|A0A194X8D7|A0A194X8D7_9HELO	GT-A	Glyco_transf_17(74-365)
tr|A0A197KBP2|A0A197KBP2_9FUNG	GT-A	Glyco_transf_17(2-368)
tr|A0A1A9I6E5|A0A1A9I6E5_9BACT	GT-A	Glyco_transf_17(2-238)
tr|A0A1B1FVH6|A0A1B1FVH6_9BACT	GT-A	Glyco_transf_17(4-245)
tr|A0A1B7NTL2|A0A1B7NTL2_9EURO	GT-A	Glyco_transf_17(66-335)
tr|A0A1B8AKT8|A0A1B8AKT8_FUSPO	GT-A	Glyco_transf_17(6-362)
tr|A0A1B8CGF2|A0A1B8CGF2_9PEZI	GT-A	Glyco_transf_17(140-410)
tr|A0A1B8E6B5|A0A1B8E6B5_9PEZI	GT-A	Glyco_transf_17(159-426)
tr|A0A1B8EBP5|A0A1B8EBP5_9PEZI	GT-A	Glyco_transf_17(4-351)
tr|A0A1B8F1T2|A0A1B8F1T2_9PEZI	GT-A	Glyco_transf_17(149-419)
tr|A0A1B8F4P2|A0A1B8F4P2_9PEZI	GT-A	Glyco_transf_17(55-351)
tr|A0A1C7LJJ1|A0A1C7LJJ1_GRIFR	GT-A	Glyco_transf_17(37-358)
tr|A0A1C7N336|A0A1C7N336_9FUNG	GT-A	Glyco_transf_17(6-335)
tr|A0A1D1UJ09|A0A1D1UJ09_RAMVA	GT-A	Glyco_transf_17(46-336)
tr|A0A1D1UMD4|A0A1D1UMD4_RAMVA	GT-A	Glyco_transf_17(46-382)
tr|A0A1D5P494|A0A1D5P494_CHICK	GT-A	Glyco_transf_17(166-463)
tr|A0A1D9P4C1|A0A1D9P4C1_9FIRM	GT-A	Glyco_transf_17(2-138)
tr|A0A1F6AUY5|A0A1F6AUY5_9BACT	GT-A	Glyco_transf_17(23-117)
tr|A0A1F6W1W7|A0A1F6W1W7_9BACT	GT-A	Glyco_transf_17(3-270)
tr|A0A1F6XNA7|A0A1F6XNA7_9BACT	GT-A	Glyco_transf_17(2-149)
tr|A0A1G5CTE2|A0A1G5CTE2_9FIRM	GT-A	Glyco_transf_17(2-138)
tr|A0A1G5GTU2|A0A1G5GTU2_9FIRM	GT-A	Glyco_transf_17(2-114)
tr|A0A1G5X731|A0A1G5X731_9FIRM	GT-A	Glyco_transf_17(2-276)
tr|A0A1G7UMK6|A0A1G7UMK6_9BACL	GT-A	Glyco_transf_17(2-134)
tr|A0A1H1FY90|A0A1H1FY90_9RHOB	GT-A	Glyco_transf_17(3-280)
tr|A0A1H3X217|A0A1H3X217_9FIRM	GT-A	Glyco_transf_17(2-137)
tr|A0A1H4QUI8|A0A1H4QUI8_9FLAO	GT-A	Glyco_transf_17(2-133)
tr|A0A1H6W853|A0A1H6W853_9BURK	GT-A	Glyco_transf_17(301-559)
tr|A0A1H7JXU4|A0A1H7JXU4_9FIRM	GT-A	Glyco_transf_17(2-138)
tr|A0A1H9C4V8|A0A1H9C4V8_9FIRM	GT-A	Glyco_transf_17(2-114)
tr|A0A1I0W4B0|A0A1I0W4B0_9ACTN	GT-A	Glyco_transf_17(5-120)
tr|A0A1I1LVJ0|A0A1I1LVJ0_9FIRM	GT-A	Glyco_transf_17(2-138)
tr|A0A1I5PLS6|A0A1I5PLS6_9FIRM	GT-A	Glyco_transf_17(2-138)
tr|A0A1I7I1A7|A0A1I7I1A7_9FIRM	GT-A	Glyco_transf_17(2-138)
tr|A0A1I7I1M2|A0A1I7I1M2_9FIRM	GT-A	Glyco_transf_17(2-138)
tr|A0A1I7NWF4|A0A1I7NWF4_9RHIZ	GT-A	Glyco_transf_17(3-120)
tr|A0A1J4JBP9|A0A1J4JBP9_9EUKA	GT-A	Glyco_transf_17(180-312)
tr|A0A1J7I2U0|A0A1J7I2U0_LUPAN	GT-A	Glyco_transf_17(25-359)
tr|A0A1J9QG47|A0A1J9QG47_9EURO	GT-A	Glyco_transf_17(50-333)
tr|A0A1L7XU69|A0A1L7XU69_9HELO	GT-A	Glyco_transf_17(83-380)
tr|A0A1L8GGZ5|A0A1L8GGZ5_XENLA	GT-A	Glyco_transf_17(198-495)
tr|A0A1L9R947|A0A1L9R947_ASPWE	GT-A	Glyco_transf_17(58-340)
tr|A0A1M2VG99|A0A1M2VG99_TRAPU	GT-A	Glyco_transf_17(30-325)
tr|A0A1M4XJM6|A0A1M4XJM6_9FIRM	GT-A	Glyco_transf_17(4-120)
tr|A0A1M5IGD1|A0A1M5IGD1_9FLAO	GT-A	Glyco_transf_17(14-148)
tr|A0A1M6R8C2|A0A1M6R8C2_9FLAO	GT-A	Glyco_transf_17(2-227)
tr|A0A1Q3GGI4|A0A1Q3GGI4_9BACT	GT-A	Glyco_transf_17(2-266)
tr|A0A1Q8RCK1|A0A1Q8RCK1_9PEZI	GT-A	Glyco_transf_17(82-355)
tr|A0A1Q9EZC8|A0A1Q9EZC8_SYMMI	GT-A	Glyco_transf_17(187-433)
tr|A0A1R0HBT8|A0A1R0HBT8_9BURK	GT-A	Glyco_transf_17(2-279)
tr|A0A1R3GI78|A0A1R3GI78_9ROSI	GT-A	Glyco_transf_17(1-326)
tr|A0A1R3IF49|A0A1R3IF49_COCAP	GT-A	Glyco_transf_17(1-326)
tr|A0A1S2ZH95|A0A1S2ZH95_ERIEU	GT-A	Glyco_transf_17(202-499)
tr|A0A1S3FV37|A0A1S3FV37_DIPOR	GT-A	Glyco_transf_17(23-320)
tr|A0A1S3HNP8|A0A1S3HNP8_LINUN	GT-A	Glyco_transf_17(16-162)
tr|A0A1S3QBJ3|A0A1S3QBJ3_SALSA	GT-A	Glyco_transf_17(315-624)
tr|A0A1S3QBK1|A0A1S3QBK1_SALSA	GT-A	Glyco_transf_17(185-494)
tr|A0A1S3R7J7|A0A1S3R7J7_SALSA	GT-A	Glyco_transf_17(241-464)
tr|A0A1S3R8T8|A0A1S3R8T8_SALSA	GT-A	Glyco_transf_17(243-467)
tr|A0A1S3UWC2|A0A1S3UWC2_VIGRR	GT-A	Glyco_transf_17(19-368)
tr|A0A1U7JFK4|A0A1U7JFK4_9RHOB	GT-A	Glyco_transf_17(3-121)
tr|A0A1U7QIX1|A0A1U7QIX1_MESAU	GT-A	Glyco_transf_17(204-501)
tr|A0A1U7SDI8|A0A1U7SDI8_ALLSI	GT-A	Glyco_transf_17(193-490)
tr|A0A1U8M596|A0A1U8M596_GOSHI	GT-A	Glyco_transf_17(27-360)
tr|A0A1U8P2H4|A0A1U8P2H4_GOSHI	GT-A	Glyco_transf_17(27-360)
tr|A0A1V8V049|A0A1V8V049_9PEZI	GT-A	Glyco_transf_17(77-333)
tr|A0A1V8V7I2|A0A1V8V7I2_9PEZI	GT-A	Glyco_transf_17(13-343)
tr|A0A1W1Y2Y1|A0A1W1Y2Y1_9BURK	GT-A	Glyco_transf_17(6-136)
tr|A0A1W6BBV6|A0A1W6BBV6_9PROT	GT-A	Glyco_transf_17(27-258)
tr|A0A1W6BEI5|A0A1W6BEI5_9PROT	GT-A	Glyco_transf_17(2-259)
tr|A0A1X2IQH0|A0A1X2IQH0_9FUNG	GT-A	Glyco_transf_17(3-364)
tr|A0A1X7H6X4|A0A1X7H6X4_9PROT	GT-A	Glyco_transf_17(3-114)
tr|A0A1X7NV68|A0A1X7NV68_AZOLI	GT-A	Glyco_transf_17(301-511)
tr|A0A1X7S3V2|A0A1X7S3V2_ZYMTR	GT-A	Glyco_transf_17(62-360)
tr|A0A1Y1HQG6|A0A1Y1HQG6_KLENI	GT-A	Glyco_transf_17(160-440)
tr|A0A1Y1I8V8|A0A1Y1I8V8_KLENI	GT-A	Glyco_transf_17(146-421)
tr|A0A1Y1IEU5|A0A1Y1IEU5_KLENI	GT-A	Glyco_transf_17(136-407)
tr|A0A1Y1UX47|A0A1Y1UX47_9FUNG	GT-A	Glyco_transf_17(202-338)
tr|A0A1Y1ZNF2|A0A1Y1ZNF2_9FUNG	GT-A	Glyco_transf_17(32-177)
tr|A0A1Y2B341|A0A1Y2B341_9FUNG	GT-A	Glyco_transf_17(13-348)
tr|A0A1Y2B453|A0A1Y2B453_9FUNG	GT-A	Glyco_transf_17(7-364)
tr|A0A1Y2BNC2|A0A1Y2BNC2_9FUNG	GT-A	Glyco_transf_17(220-356)
tr|A0A1Y2C4R9|A0A1Y2C4R9_9FUNG	GT-A	Glyco_transf_17(93-362)
tr|A0A1Y2CNC0|A0A1Y2CNC0_9FUNG	GT-A	Glyco_transf_17(138-407)
tr|A0A1Y2D2H6|A0A1Y2D2H6_9FUNG	GT-A	Glyco_transf_17(54-324)
tr|A0A1Y2DSL1|A0A1Y2DSL1_9PEZI	GT-A	Glyco_transf_17(55-353)
tr|A0A1Y2GNV7|A0A1Y2GNV7_9FUNG	GT-A	Glyco_transf_17(2-356)
tr|A0A1Y3N622|A0A1Y3N622_PIRSE	GT-A	Glyco_transf_17(257-390)
tr|A0A1Y3N715|A0A1Y3N715_PIRSE	GT-A	Glyco_transf_17(130-267)
tr|A0A1Y3NUZ4|A0A1Y3NUZ4_PIRSE	GT-A	Glyco_transf_17(159-298)
tr|A0A1Z5TD42|A0A1Z5TD42_HORWE	GT-A	Glyco_transf_17(63-365)
tr|A0A1Z8RVL9|A0A1Z8RVL9_9PROT	GT-A	Glyco_transf_17(2-272)
tr|A0A1Z9CHK8|A0A1Z9CHK8_9PROT	GT-A	Glyco_transf_17(8-268)
tr|A0A1Z9CJC7|A0A1Z9CJC7_9PROT	GT-A	Glyco_transf_17(2-248)
tr|A0A1Z9IZZ1|A0A1Z9IZZ1_9RICK	GT-A	Glyco_transf_17(15-267)
tr|A0A1Z9T817|A0A1Z9T817_9PROT	GT-A	Glyco_transf_17(2-266)
tr|A0A1Z9UY74|A0A1Z9UY74_9RICK	GT-A	Glyco_transf_17(8-268)
tr|A0A212REF2|A0A212REF2_RHOAC	GT-A	Glyco_transf_17(2-119)
tr|A0A218UYS2|A0A218UYS2_9PASE	GT-A	Glyco_transf_17(194-491)
tr|A0A222F3N2|A0A222F3N2_9RHOB	GT-A	Glyco_transf_17(2-119)
tr|A0A226EVK6|A0A226EVK6_FOLCA	GT-A	Glyco_transf_17(472-606)
tr|A0A226EWM8|A0A226EWM8_FOLCA	GT-A	Glyco_transf_17(38-365)
tr|A0A226MZV5|A0A226MZV5_CALSU	GT-A	Glyco_transf_17(194-491)
tr|A0A229FXP3|A0A229FXP3_9BURK	GT-A	Glyco_transf_17(33-285)
tr|A0A249KMW9|A0A249KMW9_9ACTN	GT-A	Glyco_transf_17(2-113)
tr|A0A251UNB7|A0A251UNB7_HELAN	GT-A	Glyco_transf_17(31-359)
tr|A0A259UVB8|A0A259UVB8_9FIRM	GT-A	Glyco_transf_17(24-118)
tr|A0A268TDL8|A0A268TDL8_9HELI	GT-A	Glyco_transf_17(2-119)
tr|A0A284QML9|A0A284QML9_9AGAR	GT-A	Glyco_transf_17(4-361)
tr|A0A287AW36|A0A287AW36_PIG	GT-A	Glyco_transf_17(201-498)
tr|A0A292RXM3|A0A292RXM3_9BACT	GT-A	Glyco_transf_17(5-139)
tr|A0A2A2WDP9|A0A2A2WDP9_9PLAN	GT-A	Glyco_transf_17(13-148)
tr|A0A2A4X6Q2|A0A2A4X6Q2_9BACT	GT-A	Glyco_transf_17(27-133)
tr|A0A2B7XNL5|A0A2B7XNL5_9EURO	GT-A	Glyco_transf_17(68-384)
tr|A0A2B7Y289|A0A2B7Y289_9EURO	GT-A	Glyco_transf_17(64-355)
tr|A0A2B7Z793|A0A2B7Z793_9EURO	GT-A	Glyco_transf_17(50-333)
tr|A0A2C5X9P9|A0A2C5X9P9_9HYPO	GT-A	Glyco_transf_17(74-345)
tr|A0A2D0S3V3|A0A2D0S3V3_ICTPU	GT-A	Glyco_transf_17(191-489)
tr|A0A2D0S425|A0A2D0S425_ICTPU	GT-A	Glyco_transf_17(281-590)
tr|A0A2D3ULS4|A0A2D3ULS4_9PEZI	GT-A	Glyco_transf_17(68-346)
tr|A0A2D3VKP1|A0A2D3VKP1_9PEZI	GT-A	Glyco_transf_17(49-339)
tr|A0A2D6XRC7|A0A2D6XRC7_9PROT	GT-A	Glyco_transf_17(2-267)
tr|A0A2D6XSC4|A0A2D6XSC4_9PROT	GT-A	Glyco_transf_17(2-134)
