SeqNR,SeqUniProt,Fold,Clade,Family,Subfamily,Protein,Weblogo,Members
9546,2881,GTA,Clade8,Others,GT31-67_Mix,,GT31-67_Mix.png,GT-A_consensus;GT31-Galt-Gnt|Dm-CG8976;GT31-Galt-Gnt|Dm-CG30037;GT31-Galt-Gnt|Dm-GalT1;GT31-Galt-Gnt|Dm-brn;GT31-Galt-Gnt|Dm-GalT3;GT31-Galt-Gnt|Dm-GalT4;GT31-Galt-Gnt|Dm-GalT5;GT31-Galt-Gnt|Dm-GalT2;GT31-Galt-Gnt|Ce-C47F8.3;GT31-Galt-Gnt|Ce-bus-17;GT31-Galt-Gnt|Ce-bus-2;GT31-Galt-Gnt|Ce-C54C8.3;GT31-Galt-Gnt|Ce-E03H4.11;GT31-Galt-Gnt|Ce-C47F8.5;GT31-Galt-Gnt|Ce-C47F8.6;GT31-Galt-Gnt|Ce-F14B6.4;GT31-Galt-Gnt|Ce-bre-2;GT31-Galt-Gnt|Ce-B0024.15;GT31-Galt-Gnt|Ce-bre-5;GT31-Galt-Gnt|Ce-T15D6.5;GT31-Galt-Gnt|Hs-B3GALT2;GT31-Galt-Gnt|Hs-B3GALNT1;GT31-Galt-Gnt|Hs-B3GALT4;GT31-Galt-Gnt|Hs-B3GNT9;GT31-Galt-Gnt|Hs-B3GNT6;GT31-Galt-Gnt|Hs-B3GNT8;GT31-Galt-Gnt|Hs-B3GNT7;GT31-Galt-Gnt|Hs-B3GNT5;GT31-Galt-Gnt|Hs-B3GNT4;GT31-Galt-Gnt|Hs-B3GNT2;GT31-Galt-Gnt|Hs-B3GNT3;GT31-Galt-Gnt|Hs-B3GALT5;GT31-Galt-Gnt|Hs-B3GALT1;GT31-Galt-Gnt|At-B3GALT20;GT31-Galt-Gnt|At-B3GALT17;GT31-Galt-Gnt|At-B3GALT15;GT31-Galt-Gnt|At-B3GALT18;GT31-Galt-Gnt|At-B3GALT16;GT31-Galt-Gnt|At-B3GALT19;GT67|Tc-Tc00.1047053441923.10
538,160,GTA,Clade8,Others,GT31-Mix-1,,GT31-Mix-1.png,GT-A_consensus;GT31-Euk|Ce-sqv-2;GT31-Galt-Gnt|Hs-B3GALT6
44850,10658,GTA,Clade9,,,,Clade9.png,GT-A_consensus;GT24|Dm-Uggt;GT24|Ce-uggt-2;GT24|Ce-uggt-1;GT24|Sc-KRE5;GT24|Hs-UGGT2;GT24|Hs-UGGT1;GT24|At-UGGT;GT77|Ce-Y57G11C.31;GT77|Ce-Y48E1B.8;GT77|Ce-F41C3.11;GT77|At-At4g19975;GT77|At-RAY1;GT77|At-At2g02061;GT77|At-At4g19970;GT77|At-MHK7.13;GT77|At-At5g44820;GT77|At-At1g28695;GT77|At-XEG113;GT77|At-RRA2;GT77|At-RRA1;GT77|At-RGXT3;GT77|At-At1g28710;GT77|At-RRA3;GT77|At-MGP4;GT77|At-At1g14590;GT77|At-At1g28700;GT77|At-RGXT2;GT77|At-RGXT1;GT88|Lp-legC8;GT88|Lp-legC5;GT8-Fun|Cg-GNT1;GT8-GATL|At-GATL6;GT8-GATL|At-GATL9;GT8-GATL|At-GATL8;GT8-GATL|At-GATL3;GT8-GATL|At-GATL7;GT8-GATL|At-GATL5;GT8-GATL|At-GATL10;GT8-GATL|At-GATL1;GT8-GATL|At-GATL4;GT8-GATL|At-GATL2;GT8-GAUT|Hs-GLT8D1;GT8-GAUT|Hs-GLT8D2;GT8-GAUT|At-GAUT3;GT8-GAUT|At-GAUT13;GT8-GAUT|At-GAUT14;GT8-GAUT|At-GAUT15;GT8-GAUT|At-GAUT5;GT8-GAUT|At-GAUT4;GT8-GAUT|At-GAUT11;GT8-GAUT|At-GAUT12;GT8-GAUT|At-GAUT9;GT8-GAUT|At-GAUT1;GT8-GAUT|At-GAUT8;GT8-GAUT|At-GAUT6;GT8-GAUT|At-GAUT10;GT8-GAUT|At-GAUT2;GT8-GAUT|At-GAUT7;GT8-Glycogenin|Dm-Gyg;GT8-Glycogenin|Ce-T10B10.8;GT8-Glycogenin|Ce-gyg-1;GT8-Glycogenin|Ce-gyg-2;GT8-Glycogenin|Sc-GLG1;GT8-Glycogenin|Sc-GLG2;GT8-Glycogenin|Hs-GYG2;GT8-Glycogenin|Hs-GYG1;GT8-Glycogenin|At-GUX5;GT8-Glycogenin|At-PGSIP7;GT8-Glycogenin|At-GOLS10;GT8-Glycogenin|At-GOLS4;GT8-Glycogenin|At-GOLS1;GT8-Glycogenin|At-GOLS3;GT8-Glycogenin|At-GOLS7;GT8-Glycogenin|At-IPUT1;GT8-Glycogenin|At-GUX2;GT8-Glycogenin|At-GOLS6;GT8-Glycogenin|At-PGSIP8;GT8-Glycogenin|At-GUX3;GT8-Glycogenin|At-GOLS5;GT8-Glycogenin|At-GOLS2;GT8-Glycogenin|At-GUX4;GT8-Glycogenin|At-GUX1;GT8-LpsGlt|Hs-XXYLT1;GT8-Lrg|Dm-Xxylt;GT8-Lrg|Ce-lge-1;GT8-Lrg|Hs-LARGE1;GT8-Lrg|Hs-LARGE2;GT8-XylT|Dm-shams;GT8-XylT|Hs-GXYLT2;GT8-XylT|Hs-GXYLT1;GT8-GATL|Hp-O24967;GT8-GATL|Gm-GLYMA_01G178700;GT8-Glycogenin|An-G3YBZ3;GT8-LpsGlt|Ec-rfaI;GT8-LpsGlt|Ec-rfaJ
722,343,GTA,Clade9,GT8-Fun,,,GT8-Fun.png,GT-A_consensus;GT8-Fun|Cg-GNT1
738,314,GTA,Clade9,GT8-Fun,GT8-Fun-1,,GT8-Fun-1.png,GT-A_consensus;GT8-Fun|Cg-GNT1
5730,866,GTA,Clade9,GT8-GATL,,,GT8-GATL.png,GT-A_consensus;GT8-GATL|At-GATL6;GT8-GATL|At-GATL9;GT8-GATL|At-GATL8;GT8-GATL|At-GATL3;GT8-GATL|At-GATL7;GT8-GATL|At-GATL5;GT8-GATL|At-GATL10;GT8-GATL|At-GATL1;GT8-GATL|At-GATL4;GT8-GATL|At-GATL2;GT8-GATL|Hp-O24967;GT8-GATL|Gm-GLYMA_01G178700
144,76,GTA,Clade9,GT8-GATL,GT8-GATL-1,,GT8-GATL-1.png,GT-A_consensus;GT8-GATL|Gm-GLYMA_01G178700
4637,1550,GTA,Clade9,GT8-GAUT,,,GT8-GAUT.png,GT-A_consensus;GT8-GAUT|Hs-GLT8D1;GT8-GAUT|Hs-GLT8D2;GT8-GAUT|At-GAUT3;GT8-GAUT|At-GAUT13;GT8-GAUT|At-GAUT14;GT8-GAUT|At-GAUT15;GT8-GAUT|At-GAUT5;GT8-GAUT|At-GAUT4;GT8-GAUT|At-GAUT11;GT8-GAUT|At-GAUT12;GT8-GAUT|At-GAUT9;GT8-GAUT|At-GAUT1;GT8-GAUT|At-GAUT8;GT8-GAUT|At-GAUT6;GT8-GAUT|At-GAUT10;GT8-GAUT|At-GAUT2;GT8-GAUT|At-GAUT7
906,395,GTA,Clade9,GT8-GAUT,GT8-GAUT-1,,GT8-GAUT-1.png,GT-A_consensus;GT8-GAUT|At-GAUT11;GT8-GAUT|At-GAUT8;GT8-GAUT|At-GAUT10
1714,552,GTA,Clade9,GT8-GAUT,GT8-GAUT-2,,GT8-GAUT-2.png,GT-A_consensus;GT8-GAUT|At-GAUT3;GT8-GAUT|At-GAUT5;GT8-GAUT|At-GAUT4;GT8-GAUT|At-GAUT9;GT8-GAUT|At-GAUT1;GT8-GAUT|At-GAUT6;GT8-GAUT|At-GAUT2
503,154,GTA,Clade9,GT8-GAUT,GT8-GAUT-3,,GT8-GAUT-3.png,GT-A_consensus;GT8-GAUT|At-GAUT7
938,327,GTA,Clade9,GT8-GAUT,GT8-GAUT-4,,GT8-GAUT-4.png,GT-A_consensus;GT8-GAUT|At-GAUT13;GT8-GAUT|At-GAUT14;GT8-GAUT|At-GAUT15;GT8-GAUT|At-GAUT12
8364,2884,GTA,Clade9,GT8-Glycogenin,,,GT8-Glycogenin.png,GT-A_consensus;GT8-Glycogenin|Dm-Gyg;GT8-Glycogenin|Ce-T10B10.8;GT8-Glycogenin|Ce-gyg-1;GT8-Glycogenin|Ce-gyg-2;GT8-Glycogenin|Sc-GLG1;GT8-Glycogenin|Sc-GLG2;GT8-Glycogenin|Hs-GYG2;GT8-Glycogenin|Hs-GYG1;GT8-Glycogenin|At-GUX5;GT8-Glycogenin|At-PGSIP7;GT8-Glycogenin|At-GOLS10;GT8-Glycogenin|At-GOLS4;GT8-Glycogenin|At-GOLS1;GT8-Glycogenin|At-GOLS3;GT8-Glycogenin|At-GOLS7;GT8-Glycogenin|At-IPUT1;GT8-Glycogenin|At-GUX2;GT8-Glycogenin|At-GOLS6;GT8-Glycogenin|At-PGSIP8;GT8-Glycogenin|At-GUX3;GT8-Glycogenin|At-GOLS5;GT8-Glycogenin|At-GOLS2;GT8-Glycogenin|At-GUX4;GT8-Glycogenin|At-GUX1;GT8-Glycogenin|An-G3YBZ3
1143,459,GTA,Clade9,GT8-Glycogenin,GT8-Glycogenin-1,,GT8-Glycogenin-1.png,GT-A_consensus;GT8-Glycogenin|An-G3YBZ3
2937,734,GTA,Clade9,GT8-Glycogenin,GT8-Glycogenin-2,,GT8-Glycogenin-2.png,GT-A_consensus;GT8-Glycogenin|Dm-Gyg;GT8-Glycogenin|Ce-gyg-1;GT8-Glycogenin|Ce-gyg-2;GT8-Glycogenin|Sc-GLG1;GT8-Glycogenin|Sc-GLG2;GT8-Glycogenin|Hs-GYG2
16370,1963,GTA,Clade9,GT8-LpsGlt,,,GT8-LpsGlt.png,GT-A_consensus;GT8-LpsGlt|Hs-XXYLT1;GT8-LpsGlt|Ec-rfaI;GT8-LpsGlt|Ec-rfaJ
1458,359,GTA,Clade9,GT8-Lrg,,,GT8-Lrg.png,GT-A_consensus;GT8-Lrg|Dm-Xxylt;GT8-Lrg|Ce-lge-1;GT8-Lrg|Hs-LARGE1;GT8-Lrg|Hs-LARGE2
1204,257,GTA,Clade9,GT8-Lrg,GT8-Lrg-1,,GT8-Lrg-1.png,GT-A_consensus;GT8-Lrg|Ce-lge-1;GT8-Lrg|Hs-LARGE1;GT8-Lrg|Hs-LARGE2
1240,283,GTA,Clade9,GT8-XylT,,,GT8-XylT.png,GT-A_consensus;GT8-XylT|Dm-shams;GT8-XylT|Hs-GXYLT2;GT8-XylT|Hs-GXYLT1
1252,289,GTA,Clade9,GT8-XylT,GT8-XylT-1,,GT8-XylT-1.png,GT-A_consensus;GT8-XylT|Dm-shams;GT8-XylT|Hs-GXYLT2;GT8-XylT|Hs-GXYLT1
2769,860,GTA,Clade9,GT24,,,GT24.png,GT-A_consensus;GT24|Dm-Uggt;GT24|Ce-uggt-2;GT24|Ce-uggt-1;GT24|Sc-KRE5;GT24|Hs-UGGT2;GT24|Hs-UGGT1;GT24|At-UGGT
2756,841,GTA,Clade9,GT24,GT24-1,,GT24-1.png,GT-A_consensus;GT24|Dm-Uggt;GT24|Ce-uggt-2;GT24|Ce-uggt-1;GT24|Hs-UGGT2;GT24|Hs-UGGT1;GT24|At-UGGT
3374,1534,GTA,Clade9,GT77,,,GT77.png,GT-A_consensus;GT77|Ce-Y57G11C.31;GT77|Ce-Y48E1B.8;GT77|Ce-F41C3.11;GT77|At-At4g19975;GT77|At-RAY1;GT77|At-At2g02061;GT77|At-At4g19970;GT77|At-MHK7.13;GT77|At-At5g44820;GT77|At-At1g28695;GT77|At-XEG113;GT77|At-RRA2;GT77|At-RRA1;GT77|At-RGXT3;GT77|At-At1g28710;GT77|At-RRA3;GT77|At-MGP4;GT77|At-At1g14590;GT77|At-At1g28700;GT77|At-RGXT2;GT77|At-RGXT1
1923,713,GTA,Clade9,GT77,GT77-1,,GT77-1.png,GT-A_consensus;GT77|At-RAY1;GT77|At-RRA2;GT77|At-RRA1;GT77|At-RGXT3;GT77|At-RRA3;GT77|At-MGP4;GT77|At-RGXT2;GT77|At-RGXT1
1402,589,GTA,Clade9,GT77,GT77-2,,GT77-2.png,GT-A_consensus;GT77|At-At4g19975;GT77|At-At2g02061;GT77|At-At4g19970;GT77|At-MHK7.13;GT77|At-At5g44820;GT77|At-At1g28695;GT77|At-At1g28710;GT77|At-At1g14590;GT77|At-At1g28700
186,16,GTA,Clade9,GT88,,,GT88.png,GT-A_consensus;GT88|Lp-legC8;GT88|Lp-legC5
4367,1407,GTA,Clade9,Others,GT8-Mix-1,,GT8-Mix-1.png,GT-A_consensus;GT8-Glycogenin|Ce-T10B10.8;GT8-Glycogenin|At-GUX5;GT8-Glycogenin|At-PGSIP7;GT8-Glycogenin|At-GOLS10;GT8-Glycogenin|At-GOLS4;GT8-Glycogenin|At-GOLS3;GT8-Glycogenin|At-GOLS7;GT8-Glycogenin|At-IPUT1;GT8-Glycogenin|At-GUX2;GT8-Glycogenin|At-GOLS6;GT8-Glycogenin|At-PGSIP8;GT8-Glycogenin|At-GUX3;GT8-Glycogenin|At-GOLS5;GT8-Glycogenin|At-GOLS2;GT8-Glycogenin|At-GUX4;GT8-Glycogenin|At-GUX1
19773,1802,GTA,Clade9,Others,GT8-Mix-2,,GT8-Mix-2.png,GT-A_consensus;GT8-GATL|Hp-O24967;GT8-LpsGlt|Ec-rfaI;GT8-LpsGlt|Ec-rfaJ
375,117,GTA,Clade9,Others,GT8-Mix-3,,GT8-Mix-3.png,GT-A_consensus;GT8-LpsGlt|Hs-XXYLT1;GT8-Lrg|Dm-Xxylt
1877,720,GTA,Clade9,Others,GT8-GAUT_GATL_Mix,,GT8-GAUT_GATL_Mix.png,GT-A_consensus;GT8-GATL|At-GATL6;GT8-GATL|At-GATL9;GT8-GATL|At-GATL8;GT8-GATL|At-GATL3;GT8-GATL|At-GATL7;GT8-GATL|At-GATL5;GT8-GATL|At-GATL10;GT8-GATL|At-GATL1;GT8-GATL|At-GATL4;GT8-GATL|At-GATL2;GT8-GAUT|Hs-GLT8D1;GT8-GAUT|Hs-GLT8D2
41017,10668,GTA,Other GT-A families,GT2-Rham-GlfT,,,GT2-Rham-GlfT.png,GT-A_consensus;GT2-Rham-GlfT|Sf-rfbF;GT2-Rham-GlfT|Ms-glfT1;GT2-Rham-GlfT|Mt-glfT2
2842,435,GTA,Other GT-A families,GT6,,,GT6.png,GT-A_consensus;GT6|Hs-ABO;GT6|Hs-GLT6D1;GT6|Hs-GBGT1;GT6|Hs-A3GALT2
839,102,GTA,Other GT-A families,GT6,GT6-ABO,,GT6-ABO.png,GT-A_consensus;GT6|Hs-ABO
704,118,GTA,Other GT-A families,GT6,GT6-A3GALT,,GT6-A3GALT.png,GT-A_consensus;GT6|Hs-A3GALT2
226,51,GTA,Other GT-A families,GT6,GT6-GLT6D1,,GT6-GLT6D1.png,GT-A_consensus;GT6|Hs-GLT6D1
1067,144,GTA,Other GT-A families,GT6,GT6-Mix,,GT6-Mix.png,GT-A_consensus;GT6|Hs-GBGT1
1077,221,GTA,Other GT-A families,GT12,,,GT12.png,GT-A_consensus;GT12|Hs-B4GALNT1;GT12|Hs-B4GALNT2
1018,199,GTA,Other GT-A families,GT12,GT12-1,,GT12-1.png,GT-A_consensus;GT12|Hs-B4GALNT1;GT12|Hs-B4GALNT2
9617,3318,GTA,Other GT-A families,GT32,,,GT32.png,GT-A_consensus;GT32|Dm-alpha4GT2;GT32|Dm-alpha4GT1;GT32|Hs-A4GALT;GT32|Hs-A4GNT;GT32|At-At1g61050;GT32|At-At2g38150;GT32|At-At2g38152;GT32|At-At4g19900;GT32|At-At5g01250;GT32|At-At3g09020;GT32|Sc-OCH1;GT32|Sc-SUR1;GT32|Sc-CSH1;GT32|Sc-HOC1;GT32|Lp-I7JXA3
585,199,GTA,Other GT-A families,GT32,GT32-1,,GT32-1.png,GT-A_consensus;GT32|At-At2g38150;GT32|At-At2g38152;GT32|At-At5g01250;GT32|At-At3g09020
685,131,GTA,Other GT-A families,GT32,GT32-2,,GT32-2.png,GT-A_consensus;GT32|Dm-alpha4GT1;GT32|At-At4g19900
746,84,GTA,Other GT-A families,GT32,GT32-3,,GT32-3.png,GT-A_consensus;GT32|Hs-A4GALT
4738,600,GTA,Other GT-A families,GT32,GT32-4,,GT32-4.png,GT-A_consensus;GT32|Sc-SUR1;GT32|Sc-CSH1;GT32|Sc-HOC1
2393,324,GTA,Other GT-A families,GT32,GT32-5,,GT32-5.png,GT-A_consensus;GT32|Lp-I7JXA3
1201,597,GTA,Other GT-A families,GT34,,,GT34.png,GT-A_consensus;GT34|At-XXT2;GT34|At-GT7;GT34|At-XXT5;GT34|At-XXT3;GT34|At-XXT1;GT34|At-XXT4;GT34|At-GT6
1198,584,GTA,Other GT-A families,GT34,GT34-1,,GT34-1.png,GT-A_consensus;GT34|At-XXT2;GT34|At-GT7;GT34|At-XXT5;GT34|At-XXT3;GT34|At-XXT1;GT34|At-XXT4;GT34|At-GT6
186,89,GTA,Other GT-A families,GT40,,,GT40.png,GT-A_consensus;GT40|Lm-LPG1
167,74,GTA,Other GT-A families,GT40,GT40-1,,GT40-1.png,GT-A_consensus;GT40|Lm-LPG1
2973,1107,GTA,Other GT-A families,GT43,,,GT43.png,GT-A_consensus;GT43|At-IRX14;GT43|At-IRX14H;GT43|At-IRX9H;GT43|At-IRX9;GT43|Dm-GlcAT-P;GT43|Hs-B3GAT1;GT43|Dm-GlcAT-S;GT43|Hs-B3GAT2;GT43|Dm-GlcAT-I;GT43|Hs-B3GAT3;GT43|Ce-glct-6;GT43|Ce-glct-1;GT43|Ce-glct-5;GT43|Ce-glct-2;GT43|Ce-glct-4;GT43|Ce-sqv-8;GT43|Ce-glct-3;GT43|Dr-b3gat2
690,107,GTA,Other GT-A families,GT43,GT43-B3GAT1,,GT43-B3GAT1.png,GT-A_consensus;GT43|Hs-B3GAT1
129,41,GTA,Other GT-A families,GT43,GT43-B3GAT2,,GT43-B3GAT2.png,GT-A_consensus;GT43|Hs-B3GAT2
1865,659,GTA,Other GT-A families,GT43,GT43-B3GAT3,,GT43-B3GAT3.png,GT-A_consensus;GT43|At-IRX14;GT43|At-IRX14H;GT43|At-IRX9H;GT43|At-IRX9;GT43|Dm-GlcAT-P;GT43|Dm-GlcAT-I;GT43|Hs-B3GAT3;GT43|Ce-sqv-8
73,64,GTA,Other GT-A families,GT43,GT43-Nematode,,GT43-Nematode.png,GT-A_consensus;GT43|Ce-glct-6;GT43|Ce-glct-1;GT43|Ce-glct-5;GT43|Ce-glct-2;GT43|Ce-glct-4;GT43|Ce-glct-3
79,17,GTA,Other GT-A families,GT43,GT43-Mix-1,,GT43-Mix-1.png,GT-A_consensus;GT43|Dr-b3gat2
125,53,GTA,Other GT-A families,GT43,GT43-Mix-2,,GT43-Mix-2.png,GT-A_consensus;GT43|Dm-GlcAT-S
458,99,GTA,Other GT-A families,GT45,,,GT45.png,GT-A_consensus;GT45|Pm-pglA
410,77,GTA,Other GT-A families,GT45,GT45-1,,GT45-1.png,GT-A_consensus;GT45|Pm-pglA
2817,1066,GTA,Other GT-A families,GT49,,,GT49.png,GT-A_consensus;GT49|Dm-CG9171;GT49|Dm-CG15483;GT49|Dm-CG11149;GT49|Dm-CG3253;GT49|Ce-bgnt-1.2;GT49|Ce-bgnt-1.3;GT49|Ce-bgnt-1.4;GT49|Ce-bgnt-1.8;GT49|Ce-bgnt-1.7;GT49|Ce-bgnt-1.6;GT49|Ce-lge-1;GT49|Ce-bgnt-1.1;GT49|Ce-bgnt-1.5;GT49|Hs-B4GAT1;GT49|Hs-LARGE1;GT49|Hs-LARGE2;GT49|Pg-E3KIT8
1111,229,GTA,Other GT-A families,GT49,GT49-LARGE,,GT49-LARGE.png,GT-A_consensus;GT49|Hs-LARGE1;GT49|Hs-LARGE2
1353,463,GTA,Other GT-A families,GT49,GT49-B4GAT1like,,GT49-B4GAT1like.png,GT-A_consensus;GT49|Dm-CG3253;GT49|Ce-bgnt-1.2;GT49|Ce-bgnt-1.4;GT49|Ce-lge-1;GT49|Hs-B4GAT1
298,115,GTA,Other GT-A families,GT49,GT49-Fungi,,GT49-Fungi.png,GT-A_consensus;GT49|Pg-E3KIT8
3765,1220,GTA,Other GT-A families,GT64,,,GT64.png,GT-A_consensus;GT64|Dm-ttv;GT64|Dm-botv;GT64|Dm-sotv;GT64|Ce-rib-2;GT64|Hs-EXTL3;GT64|Hs-EXT1;GT64|Hs-EXTL1;GT64|Hs-EXT2;GT64|Hs-EXTL2;GT64|At-GINT1;GT64|At-At1g80290;GT64|At-EPC1
1637,374,GTA,Other GT-A families,GT64,GT64-EXTs,,GT64-EXTs.png,GT-A_consensus;GT64|Dm-ttv;GT64|Dm-sotv;GT64|Hs-EXT1;GT64|Hs-EXT2
1502,493,GTA,Other GT-A families,GT64,GT64-EXTLs,,GT64-EXTLs.png,GT-A_consensus;GT64|Dm-botv;GT64|Ce-rib-2;GT64|Hs-EXTL3;GT64|Hs-EXTL2;GT64|At-At1g80290
599,260,GTA,Other GT-A families,GT64,GT64-Mix,,GT64-Mix.png,GT-A_consensus;GT64|At-GINT1;GT64|At-EPC1
1754,803,GTA,Other GT-A families,GT75,,,GT75.png,GT-A_consensus;GT75|Ce-E03H4.4;GT75|Ce-F56H6.7;GT75|Ce-F56H6.9;GT75|Ce-F02C9.2;GT75|Ce-ZK105.3;GT75|Ce-F46F5.11;GT75|At-RGP3;GT75|At-STL1;GT75|At-RGP5;GT75|At-RGP2;GT75|At-RGP4;GT75|At-RGP1;GT75|Hw-Q18EK9
112,53,GTA,Other GT-A families,GT75,GT75-1,,GT75-1.png,GT-A_consensus;GT75|Hw-Q18EK9
1154,512,GTA,Other GT-A families,GT75,GT75-2,,GT75-2.png,GT-A_consensus;GT75|At-RGP3;GT75|At-RGP5;GT75|At-RGP2;GT75|At-RGP4;GT75|At-RGP1
475,210,GTA,Other GT-A families,GT75,GT75-3,,GT75-3.png,GT-A_consensus;GT75|Ce-E03H4.4;GT75|Ce-F56H6.7;GT75|Ce-F56H6.9;GT75|Ce-F02C9.2;GT75|Ce-ZK105.3;GT75|Ce-F46F5.11;GT75|At-STL1
39143,10677,GTA,Other GT-A families,Other GT-A subfamilies,GT2-Mix-1,,GT2-Mix-1.png,GT-A_consensus;GT2-Class1|Rm-exoA;GT2-CWR|Ct-Q8KB11
40778,8997,GTA,Other GT-A families,Other GT-A subfamilies,GT2-Mix-2,,GT2-Mix-2.png,GT-A_consensus;GT2-CeS|At-CESA1;GT2-CeS|At-CESA2;GT2-CeS|At-CSLD1;GT2-CeS|At-CSLB5;GT2-CeS|At-CSLG3;GT2-CeS|At-CSLG1;GT2-CeS|At-CESA4;GT2-CeS|At-CESA5;GT2-CeS|At-CESA8;GT2-CeS|At-CSLG2;GT2-CeS|At-CSLE1;GT2-CeS|At-CESA3;GT2-CeS|At-CESA6;GT2-CeS|At-CSLD6;GT2-CeS|At-CSLD2;GT2-CeS|At-CSLD3;GT2-CeS|At-CESA9;GT2-CeS|At-CESA10;GT2-CeS|At-CSLD5;GT2-CeS|At-CESA7;GT2-CeS|At-CSLD4;GT2-CWR|Se-icaA
69424,17720,GTA,Other GT-A families,Other GT-A subfamilies,GT2-Mix-3,,GT2-Mix-3.png,GT-A_consensus;GT2-CHS|Cv-hfsG;GT2-Class1|Hs-B4GALNT4
117208,24675,GTA,Other GT-A families,Other GT-A subfamilies,GT2-Mix-4,,GT2-Mix-4.png,GT-A_consensus;GT2-CHS|Pm-fcbD
23498,5638,GTA,Other GT-A families,Other GT-A subfamilies,GT2-Mix-5,,GT2-Mix-5.png,GT-A_consensus;GT2-Class1|Hs-B4GALNT3;GT2-Rham-GlfT|Sf-rfbF;GT2-Rham-GlfT|Ms-glfT1;GT2-Rham-GlfT|Mt-glfT2
